arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell
v0_14,5.0,20000,2,1241430188,331,12000,0,0,0,0,2,0,10.0,99,"(3, 3)",0.0,True,True,0,,,,0,0.0,3556,729,5,442,11064,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(9, 10)|(16, 3)",922,201,0,"(11, 4)",,,0,False,,,5,5,442,11064,"(14, 13)|(14, 14)|(6, 8)|(5, 9)|(5, 8)","(6, 8)|(5, 9)|(14, 13)|(14, 14)|(5, 8)","(5, 8):5|(5, 9):4|(6, 8):3|(14, 13):1|(14, 14):2","(5, 8):11064|(5, 9):8976|(6, 8):6125|(14, 13):442|(14, 14):4269","(5, 8):16242|(5, 9):10375|(6, 8):8125|(14, 13):14706|(14, 14):14707","(5, 8):17|(5, 9):12|(6, 8):9|(14, 13):47|(14, 14):45","(5, 8):1|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,5.0,20000,3,860823557,331,12000,0,0,0,0,0,0,0.0,88,"(3, 3)",0.0,True,True,0,,,,0,0.0,4554,1144,5,340,4882,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(15, 16)",591,74,0,"(15, 1)",,,0,False,,,5,2,340,4882,"(6, 8)|(5, 9)|(14, 14)|(14, 13)|(5, 8)","(14, 14)|(14, 13)","(5, 8):5|(5, 9):2|(6, 8):1|(14, 13):4|(14, 14):3","(5, 8):4882|(5, 9):3790|(6, 8):340|(14, 13):4271|(14, 14):3933","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):8514|(14, 14):8513","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):91|(14, 14):99","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,5.0,20000,4,380878039,331,12000,0,0,0,0,3,0,15.0,79,"(3, 3)",0.0,True,False,1,8159,,8159,0,0.0,1370,10773,4,338,11472,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)",493,69,0,"(1, 16)",,,0,False,,,4,2,338,11472,"(14, 13)|(6, 8)|(14, 14)|(5, 9)","(6, 8)|(5, 9)","(5, 8):5|(5, 9):4|(6, 8):2|(14, 13):1|(14, 14):3","(5, 8):None|(5, 9):11472|(6, 8):1324|(14, 13):338|(14, 14):3841","(5, 8):None|(5, 9):19427|(6, 8):3477|(14, 13):None|(14, 14):None","(5, 8):0|(5, 9):3|(6, 8):27|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,5.0,20000,5,271408,331,12000,0,0,0,0,7,0,35.0,96,"(3, 3)",0.0,True,False,1,2637,,2637,0,0.0,3366,3616,6,542,19733,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(16, 3)|(3, 3)",873,69,0,"(13, 15)",19733,,0,False,267,,5,5,542,2766,"(14, 13)|(5, 9)|(6, 8)|(5, 8)|(14, 14)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):1|(14, 14):5","(5, 8):2671|(5, 9):1674|(6, 8):1932|(14, 13):542|(14, 14):2766","(5, 8):15518|(5, 9):15519|(6, 8):15525|(14, 13):2636|(14, 14):11487","(5, 8):70|(5, 9):66|(6, 8):7|(14, 13):6|(14, 14):37","(5, 8):1|(5, 9):1|(6, 8):2|(14, 13):0|(14, 14):3"
v0_14,5.0,20000,6,1667809538,331,12000,0,0,0,0,4,0,20.0,89,"(9, 10)",0.15,True,False,2,3546,3551,3551,1,1.0,2041,1401,4,1024,12016,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)",1208,415,0,"(5, 10)",,,0,False,,,4,2,1024,12016,"(5, 9)|(14, 14)|(5, 8)|(14, 13)","(5, 9)|(5, 8)","(5, 8):3|(5, 9):1|(6, 8):5|(14, 13):4|(14, 14):2","(5, 8):7529|(5, 9):1024|(6, 8):None|(14, 13):12016|(14, 14):2889","(5, 8):9792|(5, 9):1639|(6, 8):None|(14, 13):None|(14, 14):None","(5, 8):227|(5, 9):293|(6, 8):0|(14, 13):0|(14, 14):0","(5, 8):3|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14,5.0,20000,7,1287202907,331,12000,0,0,0,0,3,2,25.0,86,"(3, 3)",0.0,True,False,1,12137,,12137,0,0.0,740,337,4,362,2003,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(3, 3)",493,262,0,"(14, 12)",,,0,False,,,4,4,362,2003,"(5, 8)|(6, 8)|(14, 13)|(5, 9)","(5, 8)|(6, 8)|(5, 9)|(14, 13)","(5, 8):1|(5, 9):4|(6, 8):2|(14, 13):3|(14, 14):5","(5, 8):362|(5, 9):2003|(6, 8):728|(14, 13):1688|(14, 14):None","(5, 8):984|(5, 9):2039|(6, 8):985|(14, 13):12094|(14, 14):None","(5, 8):25|(5, 9):37|(6, 8):22|(14, 13):306|(14, 14):0","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):3"
v0_14,5.0,20000,8,906596276,331,12000,0,0,0,0,1,0,5.0,96,"(3, 3)",0.0,True,True,0,,,,0,0.0,2332,1752,6,338,9724,"(4, 15)","(4, 15)|(11, 5)|(9, 10)|(15, 16)|(3, 3)|(16, 3)",796,295,0,"(7, 17)",18234,18791,4,True,1766,557,5,5,338,9465,"(5, 9)|(5, 8)|(6, 8)|(14, 14)|(14, 13)","(5, 8)|(5, 9)|(6, 8)|(14, 14)|(14, 13)","(5, 8):2|(5, 9):1|(6, 8):3|(14, 13):5|(14, 14):4","(5, 8):1779|(5, 9):338|(6, 8):1988|(14, 13):9465|(14, 14):4626","(5, 8):2020|(5, 9):2043|(6, 8):2047|(14, 13):18234|(14, 14):5047","(5, 8):173|(5, 9):178|(6, 8):32|(14, 13):3|(14, 14):4","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):0"
v0_14,5.0,20000,9,426650758,331,12000,0,0,0,0,4,0,20.0,104,"(3, 3)",0.0,True,False,2,631,1662,1662,1,1.0,1974,2770,6,562,7070,"(15, 16)","(15, 16)|(11, 5)|(16, 3)|(3, 3)|(9, 10)|(4, 15)",1035,182,0,"(3, 11)",7070,,0,False,12930,,5,5,562,4136,"(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(6, 8)|(5, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):1|(5, 9):3|(6, 8):2|(14, 13):4|(14, 14):5","(5, 8):562|(5, 9):2756|(6, 8):2651|(14, 13):3317|(14, 14):4136","(5, 8):3214|(5, 9):3219|(6, 8):3213|(14, 13):5264|(14, 14):5263","(5, 8):27|(5, 9):22|(6, 8):3|(14, 13):190|(14, 14):203","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):3"
v0_14,10.0,20000,0,1814176055,331,12000,0,0,0,0,1,0,10.0,100,"(3, 3)",0.0,True,True,0,,,,0,0.0,2735,1073,6,372,10035,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(11, 5)|(9, 10)|(3, 3)",509,30,0,"(17, 3)",10035,11101,47,True,9965,1066,5,5,372,4548,"(14, 13)|(14, 14)|(5, 9)|(6, 8)|(5, 8)","(14, 13)|(14, 14)|(5, 9)|(6, 8)|(5, 8)","(5, 8):5|(5, 9):3|(6, 8):4|(14, 13):1|(14, 14):2","(5, 8):4548|(5, 9):1560|(6, 8):2003|(14, 13):372|(14, 14):916","(5, 8):8518|(5, 9):3957|(6, 8):3973|(14, 13):538|(14, 14):1049","(5, 8):18|(5, 9):8|(6, 8):4|(14, 13):280|(14, 14):64","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):1"
v0_14,10.0,20000,1,1433569424,331,12000,0,0,0,0,2,0,20.0,77,"(3, 3)",0.0,True,True,0,,,,0,0.0,1325,3923,4,338,4074,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(15, 16)",764,3,0,"(1, 15)",,,0,False,,,4,4,338,4074,"(5, 8)|(14, 14)|(14, 13)|(5, 9)","(5, 8)|(14, 14)|(14, 13)|(5, 9)","(5, 8):1|(5, 9):4|(6, 8):5|(14, 13):3|(14, 14):2","(5, 8):338|(5, 9):4074|(6, 8):None|(14, 13):3628|(14, 14):652","(5, 8):1960|(5, 9):5407|(6, 8):None|(14, 13):4282|(14, 14):4277","(5, 8):80|(5, 9):41|(6, 8):0|(14, 13):136|(14, 14):146","(5, 8):0|(5, 9):1|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14,10.0,20000,2,953623906,331,12000,0,0,0,0,2,0,20.0,97,"(3, 3)",0.0,True,True,0,,,,0,0.0,2979,1680,4,366,13342,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)",2433,1563,0,"(7, 6)",,,0,False,,,4,2,366,13342,"(5, 8)|(6, 8)|(5, 9)|(14, 13)","(5, 8)|(6, 8)","(5, 8):1|(5, 9):3|(6, 8):2|(14, 13):4|(14, 14):5","(5, 8):366|(5, 9):11757|(6, 8):873|(14, 13):13342|(14, 14):None","(5, 8):4952|(5, 9):None|(6, 8):4953|(14, 13):None|(14, 14):None","(5, 8):16|(5, 9):0|(6, 8):16|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,10.0,20000,3,573017275,331,12000,0,0,0,0,3,0,30.0,85,"(3, 3)",0.0,True,False,1,3946,,3946,0,0.0,4750,10841,5,356,5545,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(3, 3)",908,16,0,"(8, 17)",,,0,False,,,5,5,356,5545,"(5, 9)|(14, 14)|(6, 8)|(14, 13)|(5, 8)","(14, 14)|(5, 8)|(6, 8)|(5, 9)|(14, 13)","(5, 8):5|(5, 9):1|(6, 8):3|(14, 13):4|(14, 14):2","(5, 8):5545|(5, 9):356|(6, 8):972|(14, 13):5046|(14, 14):668","(5, 8):5652|(5, 9):5659|(6, 8):5653|(14, 13):7168|(14, 14):1355","(5, 8):36|(5, 9):72|(6, 8):36|(14, 13):7|(14, 14):110","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14,10.0,20000,4,93071757,331,12000,0,0,0,0,4,0,40.0,82,"(3, 3)",0.0,True,False,2,2193,2765,2765,1,1.0,2432,190,4,1590,6741,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)",621,46,0,"(10, 1)",,,0,False,,,4,4,1590,6741,"(14, 13)|(14, 14)|(5, 8)|(5, 9)","(5, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):3|(5, 9):4|(6, 8):5|(14, 13):1|(14, 14):2","(5, 8):2249|(5, 9):6741|(6, 8):None|(14, 13):1590|(14, 14):2140","(5, 8):2770|(5, 9):7313|(6, 8):None|(14, 13):9402|(14, 14):9403","(5, 8):229|(5, 9):117|(6, 8):0|(14, 13):44|(14, 14):40","(5, 8):0|(5, 9):1|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,10.0,20000,5,1859948774,331,12000,0,0,0,0,0,0,0.0,86,"(3, 3)",0.0,True,True,0,,,,0,0.0,4737,7474,5,402,5865,"(15, 16)","(15, 16)|(16, 3)|(3, 3)|(9, 10)|(11, 5)",869,18,0,"(12, 5)",,,0,False,,,5,5,402,5865,"(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):4|(14, 14):5","(5, 8):402|(5, 9):3464|(6, 8):3797|(14, 13):5498|(14, 14):5865","(5, 8):5148|(5, 9):5157|(6, 8):5149|(14, 13):10168|(14, 14):10169","(5, 8):64|(5, 9):9|(6, 8):59|(14, 13):36|(14, 14):36","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,10.0,20000,6,1380003256,331,12000,0,0,0,0,0,0,0.0,74,"(9, 10)",0.15,True,True,0,,,,0,0.0,5576,300,3,360,1711,"(4, 15)","(4, 15)|(15, 16)|(3, 3)",1944,1165,0,"(15, 1)",,,0,False,,,3,2,360,1711,"(5, 8)|(5, 9)|(6, 8)","(5, 9)|(5, 8)","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):5|(14, 14):4","(5, 8):360|(5, 9):916|(6, 8):1711|(14, 13):None|(14, 14):None","(5, 8):1480|(5, 9):1479|(6, 8):None|(14, 13):None|(14, 14):None","(5, 8):17|(5, 9):16|(6, 8):2|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,10.0,20000,7,999396625,331,12000,0,0,0,0,2,0,20.0,93,"(3, 3)",0.0,True,True,0,,,,0,0.0,895,645,6,382,9138,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(9, 10)|(15, 16)",1051,313,0,"(15, 13)",9138,9547,29,True,10862,409,5,5,382,3858,"(6, 8)|(14, 14)|(14, 13)|(5, 8)|(5, 9)","(6, 8)|(5, 9)|(5, 8)|(14, 14)|(14, 13)","(5, 8):4|(5, 9):5|(6, 8):1|(14, 13):3|(14, 14):2","(5, 8):3747|(5, 9):3858|(6, 8):382|(14, 13):1278|(14, 14):543","(5, 8):3900|(5, 9):3899|(6, 8):833|(14, 13):8968|(14, 14):8967","(5, 8):131|(5, 9):131|(6, 8):15|(14, 13):638|(14, 14):105","(5, 8):1|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,10.0,20000,8,618789994,331,12000,0,0,0,0,2,0,20.0,88,"(3, 3)",0.0,True,True,0,,,,0,0.0,4996,3441,4,340,2177,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(3, 3)",407,34,0,"(9, 16)",,,0,False,,,4,4,340,2177,"(14, 13)|(14, 14)|(5, 8)|(5, 9)","(5, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):3|(5, 9):4|(6, 8):5|(14, 13):1|(14, 14):2","(5, 8):1785|(5, 9):2177|(6, 8):None|(14, 13):340|(14, 14):1318","(5, 8):5986|(5, 9):5987|(6, 8):None|(14, 13):8262|(14, 14):8099","(5, 8):44|(5, 9):40|(6, 8):0|(14, 13):5|(14, 14):9","(5, 8):0|(5, 9):0|(6, 8):2|(14, 13):0|(14, 14):0"
v0_14,10.0,20000,9,138844476,331,12000,0,0,0,0,0,0,0.0,66,"(3, 3)",0.0,True,True,0,,,,0,0.0,468,37,6,352,7851,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",769,66,0,"(8, 11)",,,0,False,,,5,3,352,1756,"(6, 8)|(5, 8)|(14, 13)|(14, 14)|(5, 9)","(5, 8)|(5, 9)|(6, 8)","(5, 8):2|(5, 9):5|(6, 8):1|(14, 13):3|(14, 14):4","(5, 8):718|(5, 9):1756|(6, 8):352|(14, 13):1004|(14, 14):1041","(5, 8):8304|(5, 9):8305|(6, 8):8309|(14, 13):None|(14, 14):None","(5, 8):149|(5, 9):145|(6, 8):7|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.1,80000,0,945163498,331,48000,0,0,0,0,6,0,0.6,254,"(3, 3)",0.0,True,False,3,803,1031,3339,2,2.0,7624,1564,6,378,36274,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)",2598,807,0,"(5, 17)",36274,42081,65,True,43726,5807,5,5,378,25459,"(5, 8)|(5, 9)|(14, 13)|(14, 14)|(6, 8)","(5, 8)|(5, 9)|(14, 13)|(14, 14)|(6, 8)","(5, 8):1|(5, 9):2|(6, 8):5|(14, 13):3|(14, 14):4","(5, 8):378|(5, 9):1038|(6, 8):25459|(14, 13):2326|(14, 14):7575","(5, 8):608|(5, 9):1203|(6, 8):27563|(14, 13):3344|(14, 14):15289","(5, 8):1392|(5, 9):1198|(6, 8):1048|(14, 13):2107|(14, 14):248","(5, 8):0|(5, 9):3|(6, 8):2|(14, 13):0|(14, 14):1"
v0_14,0.1,80000,1,564556867,331,48000,0,0,0,0,4,0,0.4,240,"(3, 3)",0.0,True,False,2,4142,15803,15803,1,1.0,7462,418,5,1194,37379,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)",2869,1100,0,"(10, 13)",,,0,False,,,5,5,1194,37379,"(14, 14)|(6, 8)|(5, 8)|(14, 13)|(5, 9)","(14, 14)|(6, 8)|(5, 8)|(14, 13)|(5, 9)","(5, 8):3|(5, 9):5|(6, 8):2|(14, 13):4|(14, 14):1","(5, 8):15468|(5, 9):37379|(6, 8):2506|(14, 13):19267|(14, 14):1194","(5, 8):15590|(5, 9):44597|(6, 8):15589|(14, 13):24942|(14, 14):3111","(5, 8):721|(5, 9):48|(6, 8):415|(14, 13):923|(14, 14):1444","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14,0.1,80000,2,84611349,331,48000,0,0,0,0,4,0,0.4,241,"(3, 3)",0.0,True,False,2,4999,9738,9738,1,1.0,8079,1243,6,958,14679,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",2294,429,0,"(7, 3)",14679,20527,294,True,65321,5848,5,5,958,12136,"(5, 9)|(14, 13)|(14, 14)|(6, 8)|(5, 8)","(5, 9)|(14, 13)|(6, 8)|(14, 14)|(5, 8)","(5, 8):5|(5, 9):1|(6, 8):4|(14, 13):2|(14, 14):3","(5, 8):12136|(5, 9):958|(6, 8):9359|(14, 13):4912|(14, 14):9068","(5, 8):12584|(5, 9):2865|(6, 8):9727|(14, 13):4998|(14, 14):11027","(5, 8):1150|(5, 9):380|(6, 8):976|(14, 13):81|(14, 14):81","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14,0.1,80000,3,1851488366,331,48000,0,0,0,0,5,0,0.5,253,"(3, 3)",0.0,True,False,1,1222,,1222,0,0.0,9347,3171,6,811,39488,"(3, 3)","(3, 3)|(4, 15)|(9, 10)|(11, 5)|(15, 16)|(16, 3)",1480,97,0,"(2, 2)",39488,,0,False,40512,,5,5,811,13444,"(5, 9)|(6, 8)|(14, 14)|(14, 13)|(5, 8)","(5, 9)|(6, 8)|(14, 13)|(14, 14)|(5, 8)","(5, 8):5|(5, 9):1|(6, 8):2|(14, 13):4|(14, 14):3","(5, 8):13444|(5, 9):811|(6, 8):1086|(14, 13):3089|(14, 14):2720","(5, 8):15410|(5, 9):1055|(6, 8):1227|(14, 13):13304|(14, 14):13307","(5, 8):1023|(5, 9):643|(6, 8):453|(14, 13):22|(14, 14):20","(5, 8):3|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.1,80000,4,1371542848,331,48000,0,0,0,0,6,0,0.6,224,"(3, 3)",0.0,True,False,2,2764,2765,2765,1,1.0,8323,80,6,1712,15894,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(11, 5)|(16, 3)",2204,16,0,"(9, 7)",15894,16541,270,True,64106,647,5,5,1712,6167,"(5, 9)|(14, 13)|(14, 14)|(6, 8)|(5, 8)","(5, 9)|(14, 13)|(14, 14)|(6, 8)|(5, 8)","(5, 8):5|(5, 9):1|(6, 8):4|(14, 13):2|(14, 14):3","(5, 8):6167|(5, 9):1712|(6, 8):3372|(14, 13):1776|(14, 14):2477","(5, 8):7620|(5, 9):2063|(6, 8):3935|(14, 13):2872|(14, 14):2873","(5, 8):303|(5, 9):739|(6, 8):240|(14, 13):415|(14, 14):296","(5, 8):3|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,0.1,80000,5,990936217,331,48000,0,0,0,0,4,0,0.4,242,"(3, 3)",0.0,True,False,1,9509,,9509,0,0.0,6226,1638,6,342,44262,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(3, 3)|(16, 3)",1628,314,0,"(8, 18)",44262,,0,False,35738,,5,5,342,12343,"(5, 8)|(6, 8)|(14, 14)|(5, 9)|(14, 13)","(5, 8)|(6, 8)|(14, 14)|(5, 9)|(14, 13)","(5, 8):1|(5, 9):4|(6, 8):2|(14, 13):5|(14, 14):3","(5, 8):342|(5, 9):10561|(6, 8):2056|(14, 13):12343|(14, 14):7020","(5, 8):3900|(5, 9):12827|(6, 8):3901|(14, 13):19300|(14, 14):7027","(5, 8):96|(5, 9):45|(6, 8):86|(14, 13):288|(14, 14):35","(5, 8):0|(5, 9):3|(6, 8):0|(14, 13):1|(14, 14):0"
v0_14,0.1,80000,6,510990699,331,48000,0,0,0,0,4,0,0.4,260,"(3, 3)",0.0,True,False,2,618,2814,2814,1,1.0,10381,139,6,570,11018,"(9, 10)","(9, 10)|(11, 5)|(15, 16)|(3, 3)|(16, 3)|(4, 15)",2601,348,0,"(17, 10)",15656,15808,4,True,64344,152,5,5,570,10450,"(5, 9)|(6, 8)|(14, 14)|(5, 8)|(14, 13)","(5, 9)|(6, 8)|(14, 14)|(5, 8)|(14, 13)","(5, 8):4|(5, 9):1|(6, 8):2|(14, 13):5|(14, 14):3","(5, 8):4257|(5, 9):570|(6, 8):903|(14, 13):10450|(14, 14):2584","(5, 8):4344|(5, 9):617|(6, 8):1375|(14, 13):15656|(14, 14):2717","(5, 8):1428|(5, 9):949|(6, 8):1562|(14, 13):108|(14, 14):14","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):0"
v0_14,0.1,80000,7,130384068,331,48000,0,0,0,0,2,0,0.2,285,"(3, 3)",0.0,True,True,0,,,,0,0.0,6740,7200,6,534,14395,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(16, 3)|(11, 5)|(3, 3)",1543,79,0,"(3, 1)",14395,41323,4,True,65605,26928,5,5,534,1879,"(5, 8)|(14, 13)|(6, 8)|(5, 9)|(14, 14)","(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(5, 8):1|(5, 9):4|(6, 8):3|(14, 13):2|(14, 14):5","(5, 8):534|(5, 9):1654|(6, 8):1288|(14, 13):608|(14, 14):1879","(5, 8):2558|(5, 9):2563|(6, 8):2557|(14, 13):1540|(14, 14):2081","(5, 8):288|(5, 9):318|(6, 8):829|(14, 13):1221|(14, 14):671","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):2"
v0_14,0.1,80000,8,1897261085,331,48000,0,0,0,0,0,0,0.0,256,"(3, 3)",0.0,True,True,0,,,,0,0.0,6572,2672,6,406,19545,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",2523,72,0,"(13, 3)",19705,32753,7,True,60295,13048,5,5,406,11224,"(5, 9)|(6, 8)|(14, 13)|(14, 14)|(5, 8)","(14, 13)|(14, 14)|(5, 9)|(5, 8)|(6, 8)","(5, 8):5|(5, 9):1|(6, 8):2|(14, 13):3|(14, 14):4","(5, 8):11224|(5, 9):406|(6, 8):7330|(14, 13):7487|(14, 14):7526","(5, 8):19700|(5, 9):19699|(6, 8):19705|(14, 13):11034|(14, 14):11035","(5, 8):206|(5, 9):211|(6, 8):211|(14, 13):728|(14, 14):320","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.1,80000,9,1417315567,331,48000,0,0,0,0,3,0,0.30000000000000004,240,"(3, 3)",0.0,True,False,1,971,,971,0,0.0,7620,1252,6,819,7372,"(3, 3)","(3, 3)|(9, 10)|(11, 5)|(16, 3)|(4, 15)|(15, 16)",2465,559,0,"(16, 17)",7372,7374,4457,True,72628,2,5,5,819,6266,"(5, 8)|(6, 8)|(14, 13)|(5, 9)|(14, 14)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):4|(6, 8):2|(14, 13):3|(14, 14):5","(5, 8):819|(5, 9):3348|(6, 8):3024|(14, 13):3295|(14, 14):6266","(5, 8):970|(5, 9):3663|(6, 8):3049|(14, 13):7328|(14, 14):7331","(5, 8):244|(5, 9):967|(6, 8):338|(14, 13):253|(14, 14):245","(5, 8):0|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.5,80000,0,1444596040,331,48000,0,0,0,0,3,0,1.5,288,"(3, 3)",0.0,True,False,0,,,,0,0.0,8055,2568,6,402,26895,"(4, 15)","(4, 15)|(11, 5)|(9, 10)|(16, 3)|(15, 16)|(3, 3)",3085,407,0,"(6, 9)",27191,27194,85,True,52809,3,5,5,402,22816,"(5, 9)|(14, 13)|(5, 8)|(14, 14)|(6, 8)","(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(5, 8):3|(5, 9):1|(6, 8):5|(14, 13):2|(14, 14):4","(5, 8):11420|(5, 9):402|(6, 8):22816|(14, 13):10925|(14, 14):22322","(5, 8):27186|(5, 9):27191|(6, 8):27185|(14, 13):18572|(14, 14):22803","(5, 8):11|(5, 9):11|(6, 8):7|(14, 13):17|(14, 14):160","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):2"
v0_14,0.5,80000,1,1063989409,331,48000,0,0,0,0,3,0,1.5,233,"(3, 3)",0.0,True,False,0,,,,0,0.0,12685,16994,6,600,25854,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",1893,5,0,"(5, 18)",25854,28420,18,True,54146,2566,5,5,600,9178,"(5, 8)|(14, 13)|(6, 8)|(5, 9)|(14, 14)","(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):4|(6, 8):3|(14, 13):2|(14, 14):5","(5, 8):600|(5, 9):8171|(6, 8):6231|(14, 13):1764|(14, 14):9178","(5, 8):6202|(5, 9):8897|(6, 8):8903|(14, 13):20374|(14, 14):20379","(5, 8):40|(5, 9):361|(6, 8):535|(14, 13):169|(14, 14):164","(5, 8):0|(5, 9):2|(6, 8):1|(14, 13):0|(14, 14):0"
