arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell
v0_14,0.1,160000,3,1108683743,331,96000,0,0,0,0,7,0,0.7,434,"(3, 3)",0.0,True,False,3,2041,2144,12048,1,1.0,14725,7942,6,2228,49781,"(9, 10)","(9, 10)|(15, 16)|(11, 5)|(4, 15)|(16, 3)|(3, 3)",4503,387,0,"(16, 7)",49781,52680,2,True,110219,2899,5,5,2228,23754,"(14, 13)|(14, 14)|(5, 9)|(6, 8)|(5, 8)","(14, 13)|(14, 14)|(6, 8)|(5, 9)|(5, 8)","(5, 8):5|(5, 9):3|(6, 8):4|(14, 13):1|(14, 14):2","(5, 8):23754|(5, 9):5727|(6, 8):7562|(14, 13):2228|(14, 14):2974","(5, 8):33262|(5, 9):12049|(6, 8):12019|(14, 13):2780|(14, 14):3827","(5, 8):379|(5, 9):141|(6, 8):1346|(14, 13):1061|(14, 14):1158","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):3"
v0_14,0.1,160000,4,628738225,331,96000,0,0,0,0,0,0,0.0,447,"(3, 3)",0.0,True,True,0,,,,0,0.0,20994,1740,6,1256,28682,"(9, 10)","(9, 10)|(16, 3)|(11, 5)|(3, 3)|(4, 15)|(15, 16)",4715,1501,0,"(7, 4)",28682,33166,8,True,131318,4484,5,5,1256,3796,"(6, 8)|(5, 8)|(14, 14)|(5, 9)|(14, 13)","(5, 9)|(5, 8)|(6, 8)|(14, 14)|(14, 13)","(5, 8):2|(5, 9):4|(6, 8):1|(14, 13):5|(14, 14):3","(5, 8):1504|(5, 9):2809|(6, 8):1256|(14, 13):3796|(14, 14):2033","(5, 8):3458|(5, 9):3457|(6, 8):3463|(14, 13):23568|(14, 14):23567","(5, 8):731|(5, 9):1363|(6, 8):510|(14, 13):326|(14, 14):321","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.1,160000,5,248131594,331,96000,0,0,0,0,4,0,0.4,439,"(3, 3)",0.0,True,False,2,12612,13427,13427,1,1.0,11710,1198,6,1088,16466,"(4, 15)","(4, 15)|(15, 16)|(3, 3)|(11, 5)|(16, 3)|(9, 10)",6111,2025,0,"(7, 18)",16747,20748,224,True,143253,4001,5,5,1088,15914,"(14, 14)|(6, 8)|(5, 8)|(5, 9)|(14, 13)","(14, 14)|(14, 13)|(5, 9)|(5, 8)|(6, 8)","(5, 8):3|(5, 9):4|(6, 8):2|(14, 13):5|(14, 14):1","(5, 8):15245|(5, 9):15737|(6, 8):1356|(14, 13):15914|(14, 14):1088","(5, 8):16742|(5, 9):16741|(6, 8):16747|(14, 13):16594|(14, 14):1647","(5, 8):819|(5, 9):1001|(6, 8):1040|(14, 13):597|(14, 14):163","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14,0.1,160000,6,1915669724,331,96000,0,0,0,0,3,0,0.30000000000000004,423,"(3, 3)",0.0,True,False,1,2116,,2116,0,0.0,17706,286,6,578,14194,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(16, 3)|(15, 16)",4575,604,0,"(15, 2)",17134,17982,10,True,142866,848,5,5,578,12636,"(6, 8)|(5, 9)|(14, 13)|(5, 8)|(14, 14)","(5, 9)|(6, 8)|(14, 14)|(14, 13)|(5, 8)","(5, 8):4|(5, 9):2|(6, 8):1|(14, 13):3|(14, 14):5","(5, 8):10831|(5, 9):1038|(6, 8):578|(14, 13):10713|(14, 14):12636","(5, 8):17134|(5, 9):1081|(6, 8):1111|(14, 13):14426|(14, 14):14425","(5, 8):909|(5, 9):1277|(6, 8):1306|(14, 13):438|(14, 14):1430","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.1,160000,7,1535063093,331,96000,0,0,0,0,6,0,0.6,395,"(3, 3)",0.0,True,False,2,12647,13384,13384,1,1.0,16146,688,5,340,29901,"(4, 15)","(4, 15)|(15, 16)|(3, 3)|(9, 10)|(11, 5)",3974,210,0,"(9, 4)",,,0,False,,,5,5,340,29901,"(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 9)|(5, 8)|(6, 8)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):4|(14, 14):5","(5, 8):340|(5, 9):666|(6, 8):13035|(14, 13):14488|(14, 14):29901","(5, 8):10460|(5, 9):10455|(6, 8):13551|(14, 13):18766|(14, 14):30195","(5, 8):1134|(5, 9):286|(6, 8):868|(14, 13):1485|(14, 14):980","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):2|(14, 14):1"
v0_14,0.1,160000,8,1154456462,331,96000,0,0,0,0,5,0,0.5,461,"(3, 3)",0.0,True,False,2,1729,2133,2133,1,1.0,8720,1675,6,404,21532,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(16, 3)|(11, 5)|(15, 16)",4448,1073,0,"(9, 13)",21532,21871,1185,True,138468,339,5,5,404,3295,"(5, 8)|(14, 13)|(6, 8)|(5, 9)|(14, 14)","(5, 8)|(14, 13)|(6, 8)|(5, 9)|(14, 14)","(5, 8):1|(5, 9):4|(6, 8):3|(14, 13):2|(14, 14):5","(5, 8):404|(5, 9):2910|(6, 8):2615|(14, 13):490|(14, 14):3295","(5, 8):640|(5, 9):4297|(6, 8):3661|(14, 13):3100|(14, 14):21463","(5, 8):1167|(5, 9):1432|(6, 8):1330|(14, 13):46|(14, 14):342","(5, 8):0|(5, 9):2|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,0.1,160000,9,674510944,331,96000,0,0,0,0,2,0,0.2,428,"(3, 3)",0.0,True,True,0,,,,0,0.0,20735,141,6,1076,6478,"(15, 16)","(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)|(4, 15)",2753,88,0,"(13, 13)",23561,33045,392,True,136439,9484,5,5,1076,6093,"(5, 9)|(6, 8)|(14, 14)|(14, 13)|(5, 8)","(14, 14)|(14, 13)|(5, 8)|(6, 8)|(5, 9)","(5, 8):5|(5, 9):1|(6, 8):2|(14, 13):4|(14, 14):3","(5, 8):6093|(5, 9):1076|(6, 8):1830|(14, 13):4644|(14, 14):2275","(5, 8):23556|(5, 9):23561|(6, 8):23557|(14, 13):10774|(14, 14):10773","(5, 8):451|(5, 9):33|(6, 8):436|(14, 13):1703|(14, 14):1524","(5, 8):1|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14,0.5,160000,0,749409430,331,96000,0,0,0,0,5,0,2.5,408,"(3, 3)",0.0,True,False,1,3361,,3361,0,0.0,17845,17505,6,374,6410,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",2983,188,0,"(8, 16)",6784,6923,4,True,153216,139,5,5,374,5518,"(14, 14)|(6, 8)|(14, 13)|(5, 8)|(5, 9)","(6, 8)|(5, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):4|(5, 9):5|(6, 8):2|(14, 13):3|(14, 14):1","(5, 8):5227|(5, 9):5518|(6, 8):3316|(14, 13):4847|(14, 14):374","(5, 8):5688|(5, 9):5689|(6, 8):3333|(14, 13):6784|(14, 14):6783","(5, 8):1373|(5, 9):479|(6, 8):548|(14, 13):805|(14, 14):904","(5, 8):1|(5, 9):3|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14,0.5,160000,1,269463912,331,96000,0,0,0,0,3,0,1.5,466,"(3, 3)",0.0,True,False,1,2262,,2262,0,0.0,18148,1901,6,472,18877,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(16, 3)|(11, 5)|(3, 3)",5538,263,0,"(12, 10)",18877,26279,982,True,141123,7402,5,5,472,9679,"(5, 9)|(6, 8)|(5, 8)|(14, 14)|(14, 13)","(5, 9)|(6, 8)|(5, 8)|(14, 14)|(14, 13)","(5, 8):3|(5, 9):1|(6, 8):2|(14, 13):5|(14, 14):4","(5, 8):8706|(5, 9):472|(6, 8):4080|(14, 13):9679|(14, 14):9118","(5, 8):8790|(5, 9):2225|(6, 8):8669|(14, 13):13172|(14, 14):13171","(5, 8):1252|(5, 9):107|(6, 8):48|(14, 13):261|(14, 14):265","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.5,160000,2,2036340929,331,96000,0,0,0,0,7,0,3.5,417,"(3, 3)",0.0,True,False,3,1525,1569,6518,2,2.0,14550,2064,6,390,29992,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(15, 16)|(16, 3)",3788,26,0,"(15, 15)",29992,59571,280,True,130008,29579,5,5,390,13214,"(5, 8)|(14, 14)|(6, 8)|(14, 13)|(5, 9)","(5, 8)|(6, 8)|(14, 14)|(14, 13)|(5, 9)","(5, 8):1|(5, 9):5|(6, 8):3|(14, 13):4|(14, 14):2","(5, 8):390|(5, 9):13214|(6, 8):3715|(14, 13):11993|(14, 14):812","(5, 8):1456|(5, 9):24045|(6, 8):5475|(14, 13):13376|(14, 14):13373","(5, 8):3401|(5, 9):408|(6, 8):2343|(14, 13):66|(14, 14):69","(5, 8):0|(5, 9):3|(6, 8):3|(14, 13):1|(14, 14):0"
v0_14,0.5,160000,3,1655734298,331,96000,0,0,0,0,4,0,2.0,409,"(3, 3)",0.0,True,False,1,701,,701,0,0.0,18403,3350,6,366,75769,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(3, 3)|(15, 16)|(11, 5)",3472,75,0,"(6, 18)",75769,76775,1178,True,84231,1006,5,5,366,6980,"(6, 8)|(5, 8)|(14, 13)|(5, 9)|(14, 14)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):2|(5, 9):4|(6, 8):1|(14, 13):3|(14, 14):5","(5, 8):470|(5, 9):2849|(6, 8):366|(14, 13):1726|(14, 14):6980","(5, 8):570|(5, 9):3265|(6, 8):571|(14, 13):5548|(14, 14):7005","(5, 8):650|(5, 9):375|(6, 8):281|(14, 13):23|(14, 14):262","(5, 8):0|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):1"
v0_14,0.5,160000,4,1175788780,331,96000,0,0,0,0,3,0,1.5,432,"(3, 3)",0.0,True,False,1,6187,,6187,0,0.0,13243,141,6,1420,13610,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(15, 16)|(3, 3)|(16, 3)",6799,964,0,"(9, 8)",16187,16488,1104,True,143813,301,5,5,1420,11421,"(14, 13)|(5, 8)|(6, 8)|(5, 9)|(14, 14)","(14, 13)|(6, 8)|(5, 8)|(5, 9)|(14, 14)","(5, 8):2|(5, 9):4|(6, 8):3|(14, 13):1|(14, 14):5","(5, 8):1484|(5, 9):3818|(6, 8):1847|(14, 13):1420|(14, 14):11421","(5, 8):9708|(5, 9):9713|(6, 8):9707|(14, 13):3532|(14, 14):16187","(5, 8):954|(5, 9):1274|(6, 8):499|(14, 13):302|(14, 14):269","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14,0.5,160000,5,795182149,331,96000,0,0,0,0,3,0,1.5,412,"(3, 3)",0.0,True,False,1,1413,,1413,0,0.0,23441,29582,6,504,53352,"(9, 10)","(9, 10)|(4, 15)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",4144,61,0,"(10, 8)",53352,73767,3,True,106648,20415,5,5,504,31512,"(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 9)|(5, 8)|(6, 8)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):4|(14, 14):5","(5, 8):504|(5, 9):862|(6, 8):2757|(14, 13):28613|(14, 14):31512","(5, 8):1002|(5, 9):1001|(6, 8):3167|(14, 13):52044|(14, 14):52045","(5, 8):1055|(5, 9):735|(6, 8):980|(14, 13):1001|(14, 14):781","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,0.5,160000,6,315236631,331,96000,0,0,0,0,4,0,2.0,419,"(3, 3)",0.0,True,False,2,16294,37783,37783,1,1.0,21233,3391,6,390,68190,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",4261,274,0,"(10, 13)",68190,94028,5,True,91810,25838,5,5,390,61536,"(14, 14)|(6, 8)|(14, 13)|(5, 8)|(5, 9)","(6, 8)|(14, 13)|(14, 14)|(5, 8)|(5, 9)","(5, 8):4|(5, 9):5|(6, 8):2|(14, 13):3|(14, 14):1","(5, 8):46833|(5, 9):61536|(6, 8):492|(14, 13):973|(14, 14):390","(5, 8):48042|(5, 9):61629|(6, 8):911|(14, 13):30574|(14, 14):30575","(5, 8):883|(5, 9):932|(6, 8):1194|(14, 13):932|(14, 14):328","(5, 8):3|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.5,160000,7,2082113648,331,96000,0,0,0,0,5,0,2.5,417,"(3, 3)",0.0,True,False,2,1064,1471,1471,1,1.0,28997,2033,6,356,19774,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(15, 16)|(9, 10)",3075,0,0,"(3, 15)",19883,36959,500,True,140117,17076,5,5,356,19348,"(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8)|(5, 9)|(14, 14)|(14, 13)|(6, 8)","(5, 8):3|(5, 9):4|(6, 8):5|(14, 13):1|(14, 14):2","(5, 8):17952|(5, 9):18165|(6, 8):19348|(14, 13):356|(14, 14):933","(5, 8):18546|(5, 9):18547|(6, 8):19883|(14, 13):19622|(14, 14):19621","(5, 8):1368|(5, 9):700|(6, 8):2167|(14, 13):247|(14, 14):255","(5, 8):3|(5, 9):1|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14,0.5,160000,8,1602168130,331,96000,0,0,0,0,2,0,1.0,457,"(3, 3)",0.0,True,True,0,,,,0,0.0,16054,3009,6,448,9435,"(15, 16)","(15, 16)|(11, 5)|(9, 10)|(4, 15)|(16, 3)|(3, 3)",4532,355,0,"(5, 11)",9435,10065,64,True,150565,630,5,5,448,2138,"(14, 14)|(14, 13)|(5, 9)|(5, 8)|(6, 8)","(14, 14)|(14, 13)|(5, 8)|(6, 8)|(5, 9)","(5, 8):4|(5, 9):3|(6, 8):5|(14, 13):2|(14, 14):1","(5, 8):1488|(5, 9):1280|(6, 8):2138|(14, 13):707|(14, 14):448","(5, 8):2970|(5, 9):2973|(6, 8):2971|(14, 13):1764|(14, 14):485","(5, 8):745|(5, 9):86|(6, 8):324|(14, 13):507|(14, 14):424","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):1"
v0_14,0.5,160000,9,1221561499,331,96000,0,0,0,0,1,0,0.5,458,"(3, 3)",0.0,True,True,0,,,,0,0.0,15096,5795,6,918,23227,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",7632,3070,0,"(5, 15)",61094,61287,120,True,98906,193,5,5,918,3338,"(5, 8)|(14, 14)|(6, 8)|(14, 13)|(5, 9)","(5, 8)|(5, 9)|(6, 8)|(14, 14)|(14, 13)","(5, 8):1|(5, 9):5|(6, 8):3|(14, 13):4|(14, 14):2","(5, 8):918|(5, 9):3338|(6, 8):2079|(14, 13):2214|(14, 14):2046","(5, 8):3710|(5, 9):3711|(6, 8):3715|(14, 13):61094|(14, 14):61093","(5, 8):955|(5, 9):354|(6, 8):404|(14, 13):266|(14, 14):421","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,1.0,160000,0,496635339,331,96000,0,0,0,0,1,0,1.0,403,"(3, 3)",0.0,True,True,0,,,,0,0.0,14636,31,6,420,60235,"(4, 15)","(4, 15)|(11, 5)|(16, 3)|(15, 16)|(9, 10)|(3, 3)",2740,85,0,"(7, 15)",60235,60635,32,True,99765,400,5,5,420,6628,"(14, 13)|(5, 9)|(14, 14)|(6, 8)|(5, 8)","(14, 13)|(14, 14)|(5, 8)|(6, 8)|(5, 9)","(5, 8):5|(5, 9):2|(6, 8):4|(14, 13):1|(14, 14):3","(5, 8):6628|(5, 9):3049|(6, 8):5730|(14, 13):420|(14, 14):3240","(5, 8):17866|(5, 9):17871|(6, 8):17867|(14, 13):1578|(14, 14):5109","(5, 8):160|(5, 9):18|(6, 8):149|(14, 13):1324|(14, 14):940","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):1"
v0_14,1.0,160000,1,16689821,331,96000,0,0,0,0,8,0,8.0,425,"(3, 3)",0.0,True,False,3,10183,10203,11422,2,2.0,11405,1786,5,366,51498,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(16, 3)",3255,71,0,"(6, 9)",,,0,False,,,5,5,366,51498,"(5, 8)|(14, 14)|(5, 9)|(14, 13)|(6, 8)","(14, 14)|(5, 8)|(14, 13)|(5, 9)|(6, 8)","(5, 8):1|(5, 9):3|(6, 8):5|(14, 13):4|(14, 14):2","(5, 8):366|(5, 9):11438|(6, 8):51498|(14, 13):19141|(14, 14):2220","(5, 8):10152|(5, 9):28591|(6, 8):52469|(14, 13):19672|(14, 14):9681","(5, 8):66|(5, 9):307|(6, 8):83|(14, 13):953|(14, 14):740","(5, 8):0|(5, 9):3|(6, 8):3|(14, 13):2|(14, 14):0"
v0_14,1.0,160000,2,1783566838,331,96000,0,0,0,0,5,0,5.0,438,"(3, 3)",0.0,True,False,1,2680,,2680,0,0.0,18641,3918,5,380,11385,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)",3039,163,0,"(3, 10)",,,0,False,,,5,5,380,11385,"(6, 8)|(5, 8)|(5, 9)|(14, 13)|(14, 14)","(6, 8)|(5, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):2|(5, 9):3|(6, 8):1|(14, 13):4|(14, 14):5","(5, 8):484|(5, 9):1712|(6, 8):380|(14, 13):10881|(14, 14):11385","(5, 8):9254|(5, 9):9259|(6, 8):9253|(14, 13):11630|(14, 14):11631","(5, 8):869|(5, 9):551|(6, 8):897|(14, 13):2244|(14, 14):486","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):2"
v0_14,1.0,160000,3,1303621320,331,96000,0,0,0,0,5,0,5.0,443,"(3, 3)",0.0,True,False,2,8921,23354,23354,1,1.0,29553,12108,6,1588,64682,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(9, 10)|(3, 3)|(16, 3)",5372,267,0,"(9, 2)",64682,68652,1248,True,95318,3970,5,5,1588,39835,"(5, 9)|(5, 8)|(14, 13)|(6, 8)|(14, 14)","(5, 8)|(5, 9)|(14, 13)|(6, 8)|(14, 14)","(5, 8):2|(5, 9):1|(6, 8):4|(14, 13):3|(14, 14):5","(5, 8):8624|(5, 9):1588|(6, 8):24628|(14, 13):23645|(14, 14):39835","(5, 8):24266|(5, 9):24267|(6, 8):42567|(14, 13):24594|(14, 14):54371","(5, 8):416|(5, 9):27|(6, 8):1169|(14, 13):303|(14, 14):486","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):3"
v0_14,1.0,160000,4,923014689,331,96000,0,0,0,0,3,0,3.0,449,"(3, 3)",0.0,True,False,1,1055,,1055,0,0.0,7515,9255,6,482,30936,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(15, 16)|(11, 5)|(16, 3)",3928,261,0,"(13, 11)",30936,31463,322,True,129064,527,5,5,482,13161,"(5, 8)|(6, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8)|(6, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):1|(5, 9):3|(6, 8):2|(14, 13):5|(14, 14):4","(5, 8):482|(5, 9):4580|(6, 8):949|(14, 13):13161|(14, 14):9764","(5, 8):994|(5, 9):4631|(6, 8):997|(14, 13):13802|(14, 14):13801","(5, 8):1092|(5, 9):606|(6, 8):1246|(14, 13):301|(14, 14):292","(5, 8):0|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,1.0,160000,5,542408058,331,96000,0,0,0,0,3,0,3.0,439,"(3, 3)",0.0,True,False,1,2793,,2793,0,0.0,11400,814,6,372,23580,"(9, 10)","(9, 10)|(11, 5)|(3, 3)|(16, 3)|(15, 16)|(4, 15)",5537,516,0,"(4, 16)",23580,23581,682,True,136420,1,5,5,372,15186,"(5, 8)|(5, 9)|(14, 13)|(14, 14)|(6, 8)","(5, 8)|(5, 9)|(14, 13)|(14, 14)|(6, 8)","(5, 8):1|(5, 9):2|(6, 8):5|(14, 13):3|(14, 14):4","(5, 8):372|(5, 9):1135|(6, 8):15186|(14, 13):1549|(14, 14):11252","(5, 8):1290|(5, 9):1291|(6, 8):17235|(14, 13):15176|(14, 14):15177","(5, 8):1619|(5, 9):1328|(6, 8):895|(14, 13):337|(14, 14):309","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,1.0,160000,6,62462540,331,96000,0,0,0,0,6,0,6.0,397,"(3, 3)",0.0,True,False,1,1778,,1778,0,0.0,14012,880,6,342,24408,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(15, 16)|(16, 3)",4178,14,0,"(18, 2)",24408,24481,623,True,135592,73,5,5,342,5568,"(14, 14)|(5, 9)|(6, 8)|(5, 8)|(14, 13)","(5, 9)|(5, 8)|(6, 8)|(14, 14)|(14, 13)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):5|(14, 14):1","(5, 8):4831|(5, 9):1308|(6, 8):4775|(14, 13):5568|(14, 14):342","(5, 8):4998|(5, 9):1509|(6, 8):4999|(14, 13):6134|(14, 14):5539","(5, 8):1744|(5, 9):874|(6, 8):627|(14, 13):1292|(14, 14):1140","(5, 8):3|(5, 9):0|(6, 8):1|(14, 13):2|(14, 14):0"
v0_14,1.0,160000,7,1829339557,331,96000,0,0,0,0,3,0,3.0,445,"(3, 3)",0.0,True,False,0,,,,0,0.0,21058,2043,6,504,19348,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)|(9, 10)|(15, 16)",3842,309,0,"(5, 16)",19348,28956,18,True,140652,9608,5,5,504,13124,"(5, 9)|(6, 8)|(14, 13)|(14, 14)|(5, 8)","(5, 9)|(6, 8)|(5, 8)|(14, 13)|(14, 14)","(5, 8):5|(5, 9):1|(6, 8):2|(14, 13):3|(14, 14):4","(5, 8):13124|(5, 9):504|(6, 8):797|(14, 13):1079|(14, 14):1338","(5, 8):13416|(5, 9):737|(6, 8):859|(14, 13):19342|(14, 14):19343","(5, 8):259|(5, 9):151|(6, 8):864|(14, 13):164|(14, 14):181","(5, 8):0|(5, 9):1|(6, 8):2|(14, 13):0|(14, 14):0"
v0_14,1.0,160000,8,1349394039,331,96000,0,0,0,0,3,0,3.0,457,"(3, 3)",0.0,True,False,1,1045,,1045,0,0.0,19552,4146,6,376,4370,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(9, 10)|(15, 16)",3797,509,0,"(16, 11)",9189,10742,15,True,150811,1553,5,5,376,1984,"(14, 13)|(5, 8)|(5, 9)|(14, 14)|(6, 8)","(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(5, 8):2|(5, 9):3|(6, 8):5|(14, 13):1|(14, 14):4","(5, 8):1097|(5, 9):1270|(6, 8):1984|(14, 13):376|(14, 14):1369","(5, 8):9184|(5, 9):9189|(6, 8):9183|(14, 13):4168|(14, 14):4169","(5, 8):662|(5, 9):575|(6, 8):981|(14, 13):1187|(14, 14):1041","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,1.0,160000,9,968787408,331,96000,0,0,0,0,1,0,1.0,463,"(3, 3)",0.0,True,True,0,,,,0,0.0,19345,538,6,348,10261,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(11, 5)|(15, 16)|(3, 3)",3179,182,0,"(18, 1)",10261,77518,234,True,149739,67257,5,5,348,4904,"(6, 8)|(5, 9)|(14, 14)|(14, 13)|(5, 8)","(5, 9)|(6, 8)|(14, 14)|(14, 13)|(5, 8)","(5, 8):5|(5, 9):2|(6, 8):1|(14, 13):4|(14, 14):3","(5, 8):4904|(5, 9):968|(6, 8):348|(14, 13):1667|(14, 14):1608","(5, 8):8248|(5, 9):1029|(6, 8):1051|(14, 13):4778|(14, 14):4777","(5, 8):300|(5, 9):381|(6, 8):638|(14, 13):993|(14, 14):577","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,2.0,160000,0,271697600,331,96000,0,0,0,0,6,0,12.0,441,"(3, 3)",0.0,True,False,2,4749,55408,55408,0,0.0,13631,1048,6,666,75428,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(15, 16)|(16, 3)",3166,45,0,"(10, 2)",75428,82879,3,True,84572,7451,5,5,666,59142,"(14, 13)|(6, 8)|(14, 14)|(5, 9)|(5, 8)","(6, 8)|(5, 9)|(14, 14)|(14, 13)|(5, 8)","(5, 8):5|(5, 9):4|(6, 8):2|(14, 13):1|(14, 14):3","(5, 8):59142|(5, 9):7147|(6, 8):1436|(14, 13):666|(14, 14):3897","(5, 8):61740|(5, 9):8501|(6, 8):1557|(14, 13):50064|(14, 14):50059","(5, 8):1048|(5, 9):1306|(6, 8):1183|(14, 13):1083|(14, 14):95","(5, 8):3|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,2.0,160000,1,1939235730,331,96000,0,0,0,0,3,0,6.0,430,"(3, 3)",0.0,True,False,1,14914,,14914,0,0.0,23271,24228,6,892,23681,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(11, 5)|(3, 3)",4815,171,0,"(1, 17)",40466,79561,260,True,119534,39095,5,5,892,23305,"(14, 14)|(6, 8)|(5, 9)|(14, 13)|(5, 8)","(14, 14)|(5, 8)|(6, 8)|(5, 9)|(14, 13)","(5, 8):5|(5, 9):3|(6, 8):2|(14, 13):4|(14, 14):1","(5, 8):23305|(5, 9):1244|(6, 8):1034|(14, 13):22274|(14, 14):892","(5, 8):24018|(5, 9):24027|(6, 8):24019|(14, 13):40466|(14, 14):1085","(5, 8):719|(5, 9):277|(6, 8):558|(14, 13):250|(14, 14):135","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
