arch,run_idx,seed,hazard_cost,object_id,predicted_precondition,basis_chains,state,prediction_step,confirmation_step,confirming_env,unresolvable,social_observation_step,social_observation_env
v1_15_2,17,27010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,70,2,False,37,2
v1_15_2,18,8010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,81500,52,2,False,,
v1_15_2,18,28010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,81500,96,2,False,75,2
v1_15_2,19,9010,1.0,haz_blue,att_blue,haz_green|haz_yellow,socially_corroborated,5500,,,False,85,2
v1_15_2,19,29010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,5500,80,2,False,,
v1_15_2,20,20,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,12142,2,False,1985,2
v1_15_2,20,20020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,1986,2,False,,
v1_15_2,21,1020,2.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1500,,,True,,
v1_15_2,21,21020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,15540,2,False,,
v1_15_2,22,2020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,11500,115,2,False,,
v1_15_2,22,22020,2.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,11500,,,True,,
v1_15_2,23,3020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,169679,2,False,76,2
v1_15_2,23,23020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,77,2,False,,
v1_15_2,24,4020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,118000,61,2,False,,
v1_15_2,24,24020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,118000,83742,2,False,59,2
v1_15_2,25,5020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,18,2,False,,
v1_15_2,25,25020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,35500,2,False,16,2
v1_15_2,26,6020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,238299,2,False,111,2
v1_15_2,26,26020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,59,2,False,,
v1_15_2,27,7020,2.0,haz_blue,att_blue,haz_green|haz_yellow,socially_corroborated,1000,,,False,65,2
v1_15_2,27,27020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,66,2,False,,
v1_15_2,28,8020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,2500,2745,2,False,54,2
v1_15_2,28,28020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,2500,55,2,False,,
v1_15_2,29,9020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,36500,1223,2,False,189,2
v1_15_2,29,29020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,36500,191,2,False,,
v1_15_2,30,100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,176000,,,True,,
v1_15_2,30,20100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,176000,82773,2,False,,
v1_15_2,31,1100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,7500,,,True,,
v1_15_2,31,21100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,7500,17511,2,False,,
v1_15_2,32,2100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,2435,2,False,,
v1_15_2,32,22100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,663004,2,False,2433,2
v1_15_2,33,3100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,38,2,False,,
v1_15_2,33,23100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,56391,2,False,36,2
v1_15_2,34,4100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,33000,444,2,False,,
v1_15_2,34,24100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,33000,31520,2,False,442,2
v1_15_2,35,5100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,512,2,False,,
v1_15_2,35,25100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1000,,,True,,
v1_15_2,36,6100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,9000,58,2,False,,
v1_15_2,36,26100,10.0,haz_blue,att_blue,haz_green|haz_yellow,socially_corroborated,9000,,,False,79,2
v1_15_2,37,7100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,5000,,,True,,
v1_15_2,37,27100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,5000,7483,2,False,,
v1_15_2,38,8100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,260000,31038,2,False,12307,2
v1_15_2,38,28100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,260000,12308,2,False,,
v1_15_2,39,9100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,3000,101,2,False,48,2
v1_15_2,39,29100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,3000,24,2,False,,
