arch,run_idx,seed,hazard_cost,env2_seed,env2_activation_step,env2_phase_1_end_step,env2_end_state_banked_step,env2_yellow_pre_transition_entries,env2_yellow_resolution_window,env2_green_pre_transition_entries,env2_green_resolution_window,env2_q5_chain_count,env2_q5_mean_chain_depth,att_blue_mastery_step,att_blue_mastery_env,predicted_record_state_at_run_end,att_blue_sequence_position,env2_mastery_order_sequence,env2_att_yellow_mastery_step,env2_att_green_mastery_step,env2_actual_steps
v1_16,27,7020,2.0,17020,,,,1,,0,,0,0.0,99,2,confirmed,,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green']",,,100
v1_16,28,8020,2.0,18020,,,,1,335,0,,0,0.0,351,2,confirmed,,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green']",335,,352
v1_16,29,9020,2.0,19020,,,,1,,0,,0,0.0,13,2,confirmed,,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_3']",,,14
v1_16,30,100,10.0,10100,,,,1,511,0,,0,0.0,568,2,confirmed,,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green']",511,,569
v1_16,31,1100,10.0,11100,,,,1,,0,,0,0.0,93,2,confirmed,,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_3']",,85,94
v1_16,32,2100,10.0,12100,,,,1,,0,,0,0.0,748,2,confirmed,,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green']",,,749
v1_16,33,3100,10.0,13100,,,,1,,0,,0,0.0,226,2,confirmed,,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_3']",,218,227
v1_16,34,4100,10.0,14100,,,,1,,0,,0,0.0,89,2,confirmed,,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green']",,81,90
v1_16,35,5100,10.0,15100,,,,1,,0,,0,0.0,543,2,confirmed,,"['att_green', 'att_free_2', 'att_free_1', 'att_yellow', 'att_free_0', 'att_free_3']",,,544
v1_16,36,6100,10.0,16100,,,,1,,0,,0,0.0,44,2,confirmed,,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green']",,36,45
v1_16,37,7100,10.0,17100,,,,1,,0,,0,0.0,268,2,confirmed,,"['att_free_0', 'att_free_1', 'att_free_2', 'att_green']",,,269
v1_16,38,8100,10.0,18100,,,,1,,0,,0,0.0,39,2,confirmed,,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,,40
v1_16,39,9100,10.0,19100,,,,1,,0,,0,0.0,97,2,confirmed,,"['att_free_2', 'att_free_1', 'att_yellow', 'att_free_0', 'att_free_3']",,50,98
