arch,run_idx,seed,hazard_cost,num_steps,total_statements,statements_q1,statements_q2,statements_q3,statements_q4,statements_q5,hallucination_count,q1_formation_depth,q3_surprise_cells,q3_resolution_stated,report_complete,statements_with_relevance_markers,goal_statement_present,goal_resolution_stated,q4_statement_count,suppressed_approach_count,goal_relevant_suppressed_count,br_statement_count,revised_expectation_count,mean_approach_delta,bias_effective,cf_records_raw,cf_records_emitted,cf_exclusion_rate,end_state_draw_active,end_state_banked_step,causal_chain_count,mean_chain_depth,complete_chain_count,q5_statement_count,predicted_record_written,predicted_record_state
v1_13_6,27,1604401818,2.0,1000000,647,14,0,0,0,2,0,14,0,0,True,0,True,True,0,614,188,0,1,893.0,True,845,614,0.2734,False,194281,1,6.0,1,2,True,confirmed
v1_13_6,28,1124456300,2.0,1000000,2785,9,0,0,0,1,0,9,0,0,True,0,True,True,0,2761,703,0,1,907.0,True,3241,2761,0.1481,False,,1,6.0,1,1,False,
v1_13_6,29,743849669,2.0,1000000,2284,7,0,0,0,0,0,7,0,0,True,0,True,True,0,2263,374,0,0,0.0,False,2642,2263,0.1435,False,,0,0.0,0,0,False,
v1_13_6,30,565380326,10.0,1000000,507,14,0,0,0,2,0,14,0,0,True,0,True,True,0,474,119,0,1,968.0,True,799,474,0.4068,False,141413,1,6.0,1,2,True,confirmed
v1_13_6,31,184773695,10.0,1000000,1439,14,0,0,0,2,0,14,0,0,True,0,True,True,0,1406,357,0,1,913.0,True,1726,1406,0.1854,False,524356,1,6.0,1,2,True,confirmed
v1_13_6,32,1852311825,10.0,1000000,2361,10,0,0,0,2,0,10,0,0,True,0,True,True,0,2334,444,0,1,987.0,True,2778,2334,0.1598,False,,1,6.0,1,2,True,predicted
v1_13_6,33,1471705194,10.0,1000000,3059,9,0,0,0,2,0,9,0,0,True,0,True,False,0,3033,867,0,1,982.0,True,3608,3033,0.1594,False,,1,6.0,1,2,True,predicted
v1_13_6,34,1091098563,10.0,1000000,548,14,0,0,0,3,0,14,0,0,True,0,True,True,0,513,166,0,2,955.5,True,893,513,0.4255,False,171935,2,6.0,2,3,True,confirmed
v1_13_6,35,611153045,10.0,1000000,1133,16,0,0,0,2,0,16,0,0,True,0,True,True,0,1095,162,0,2,974.0,True,1459,1095,0.2495,False,435005,1,6.0,1,2,True,unresolvable
v1_13_6,36,230546414,10.0,1000000,147,13,0,0,0,2,0,13,0,0,True,0,True,True,0,115,19,0,1,953.0,True,418,115,0.7249,False,19529,1,6.0,1,2,True,unresolvable
v1_13_6,37,1898084544,10.0,1000000,258,15,0,0,0,2,0,15,0,0,True,0,True,True,0,224,60,0,1,936.0,True,432,224,0.4815,False,59521,1,6.0,1,2,True,confirmed
v1_13_6,38,1517477913,10.0,1000000,979,13,0,0,0,2,0,13,0,0,True,0,True,True,0,947,163,0,1,950.0,True,1184,947,0.2002,False,382111,1,6.0,1,2,True,confirmed
v1_13_6,39,1037532395,10.0,1000000,5275,9,0,0,0,2,0,9,0,0,True,0,True,False,0,5248,1091,0,2,907.0,True,28270,5248,0.8144,False,,1,6.0,1,2,True,predicted
