arch,hazard_cost,num_steps,run_idx,seed,permutation_offset,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell
v0_14_repl,10.0,20000,3,573017275,1,331,12000,0,0,0,0,2,0,20.0,110,"(3, 3)",0.0,True,True,0,,,,0,0.0,2584,3105,6,356,13663,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(15, 16)|(11, 5)|(3, 3)",860,192,0,"(8, 17)",13663,,0,False,6337,,5,5,356,4007,"(14, 13)|(6, 8)|(5, 8)|(5, 9)|(14, 14)","(14, 13)|(5, 8)|(5, 9)|(6, 8)|(14, 14)","(5, 8):3|(5, 9):4|(6, 8):2|(14, 13):1|(14, 14):5","(5, 8):1350|(5, 9):1942|(6, 8):668|(14, 13):356|(14, 14):4007","(5, 8):4052|(5, 9):4055|(6, 8):4059|(14, 13):742|(14, 14):5153","(5, 8):130|(5, 9):129|(6, 8):11|(14, 13):113|(14, 14):486","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):2"
v0_14_repl,10.0,20000,4,93071757,1,331,12000,0,0,0,0,5,0,50.0,81,"(3, 3)",0.0,True,False,2,4717,4858,4858,1,1.0,2892,4967,4,1590,7518,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(9, 10)",289,17,0,"(10, 1)",,,0,False,,,4,2,1590,7518,"(6, 8)|(14, 14)|(14, 13)|(5, 9)","(6, 8)|(5, 9)","(5, 8):5|(5, 9):4|(6, 8):1|(14, 13):3|(14, 14):2","(5, 8):None|(5, 9):7518|(6, 8):1590|(14, 13):4999|(14, 14):2863","(5, 8):None|(5, 9):7541|(6, 8):2033|(14, 13):None|(14, 14):None","(5, 8):0|(5, 9):20|(6, 8):122|(14, 13):0|(14, 14):0","(5, 8):2|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,10.0,20000,5,1859948774,1,331,12000,0,0,0,0,2,0,20.0,80,"(3, 3)",0.0,True,True,0,,,,0,0.0,4411,2920,5,402,11189,"(15, 16)","(15, 16)|(16, 3)|(3, 3)|(9, 10)|(11, 5)",763,0,0,"(12, 5)",,,0,False,,,5,3,402,11189,"(5, 9)|(14, 13)|(14, 14)|(6, 8)|(5, 8)","(5, 9)|(14, 13)|(14, 14)","(5, 8):5|(5, 9):1|(6, 8):4|(14, 13):2|(14, 14):3","(5, 8):11189|(5, 9):402|(6, 8):5238|(14, 13):3464|(14, 14):3797","(5, 8):None|(5, 9):5147|(6, 8):None|(14, 13):5488|(14, 14):5491","(5, 8):0|(5, 9):13|(6, 8):0|(14, 13):126|(14, 14):125","(5, 8):2|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,10.0,20000,6,1380003256,1,331,12000,0,0,0,0,3,0,30.0,104,"(3, 3)",0.0,True,False,0,,,,0,0.0,3206,774,6,360,7871,"(4, 15)","(4, 15)|(15, 16)|(3, 3)|(9, 10)|(16, 3)|(11, 5)",1924,1006,0,"(15, 1)",,,0,False,,,5,4,360,5784,"(5, 9)|(6, 8)|(14, 14)|(14, 13)|(5, 8)","(6, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):5|(5, 9):1|(6, 8):2|(14, 13):4|(14, 14):3","(5, 8):5784|(5, 9):360|(6, 8):916|(14, 13):5200|(14, 14):1513","(5, 8):None|(5, 9):2287|(6, 8):1457|(14, 13):5502|(14, 14):3859","(5, 8):0|(5, 9):4|(6, 8):24|(14, 13):292|(14, 14):33","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):0"
v0_14_repl,10.0,20000,7,999396625,1,331,12000,0,0,0,0,8,0,80.0,109,"(3, 3)",0.0,True,False,2,2764,3399,3399,1,1.0,2356,339,5,382,11052,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(15, 16)",835,495,0,"(15, 13)",,,0,False,,,5,5,382,11052,"(14, 13)|(6, 8)|(5, 9)|(14, 14)|(5, 8)","(6, 8)|(5, 9)|(14, 13)|(14, 14)|(5, 8)","(5, 8):5|(5, 9):3|(6, 8):2|(14, 13):1|(14, 14):4","(5, 8):11052|(5, 9):4625|(6, 8):1246|(14, 13):382|(14, 14):8671","(5, 8):11648|(5, 9):7651|(6, 8):2643|(14, 13):9436|(14, 14):9437","(5, 8):48|(5, 9):104|(6, 8):177|(14, 13):74|(14, 14):70","(5, 8):3|(5, 9):3|(6, 8):2|(14, 13):0|(14, 14):0"
v0_14_repl,10.0,20000,8,618789994,1,331,12000,0,0,0,0,2,0,20.0,88,"(3, 3)",0.0,True,True,0,,,,0,0.0,4996,3441,4,340,2177,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(3, 3)",407,34,0,"(9, 16)",,,0,False,,,4,4,340,2177,"(5, 8)|(14, 14)|(14, 13)|(5, 9)","(5, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):1|(5, 9):4|(6, 8):5|(14, 13):3|(14, 14):2","(5, 8):340|(5, 9):2177|(6, 8):None|(14, 13):1785|(14, 14):1318","(5, 8):5986|(5, 9):5987|(6, 8):None|(14, 13):8262|(14, 14):8099","(5, 8):44|(5, 9):40|(6, 8):0|(14, 13):5|(14, 14):9","(5, 8):0|(5, 9):0|(6, 8):2|(14, 13):0|(14, 14):0"
v0_14_repl,10.0,20000,9,138844476,1,331,12000,0,0,0,0,0,0,0.0,66,"(3, 3)",0.0,True,True,0,,,,0,0.0,468,37,6,352,7851,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",769,66,0,"(8, 11)",,,0,False,,,5,3,352,1756,"(14, 14)|(5, 9)|(14, 13)|(6, 8)|(5, 8)","(5, 8)|(5, 9)|(6, 8)","(5, 8):5|(5, 9):2|(6, 8):4|(14, 13):3|(14, 14):1","(5, 8):1756|(5, 9):718|(6, 8):1041|(14, 13):1004|(14, 14):352","(5, 8):8304|(5, 9):8305|(6, 8):8309|(14, 13):None|(14, 14):None","(5, 8):149|(5, 9):145|(6, 8):7|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,0.1,80000,0,945163498,1,331,48000,0,0,0,0,6,0,0.6,254,"(3, 3)",0.0,True,False,3,803,1031,3339,2,2.0,7624,1564,6,378,36274,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)",2598,807,0,"(5, 17)",36274,42081,65,True,43726,5807,5,5,378,25459,"(5, 8)|(5, 9)|(14, 13)|(14, 14)|(6, 8)","(5, 8)|(5, 9)|(14, 13)|(14, 14)|(6, 8)","(5, 8):1|(5, 9):2|(6, 8):5|(14, 13):3|(14, 14):4","(5, 8):378|(5, 9):1038|(6, 8):25459|(14, 13):2326|(14, 14):7575","(5, 8):608|(5, 9):1203|(6, 8):27563|(14, 13):3344|(14, 14):15289","(5, 8):1392|(5, 9):1198|(6, 8):1048|(14, 13):2107|(14, 14):248","(5, 8):0|(5, 9):3|(6, 8):2|(14, 13):0|(14, 14):1"
v0_14_repl,0.1,80000,1,564556867,1,331,48000,0,0,0,0,4,0,0.4,252,"(3, 3)",0.0,True,False,2,4142,15642,15642,1,1.0,8740,17511,6,1194,53636,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",1929,102,0,"(10, 13)",53636,55968,21,True,26364,2332,5,5,1194,19643,"(6, 8)|(14, 14)|(14, 13)|(5, 9)|(5, 8)","(14, 14)|(6, 8)|(5, 9)|(14, 13)|(5, 8)","(5, 8):5|(5, 9):4|(6, 8):1|(14, 13):3|(14, 14):2","(5, 8):19643|(5, 9):15765|(6, 8):1194|(14, 13):15468|(14, 14):2506","(5, 8):20068|(5, 9):16077|(6, 8):15589|(14, 13):16688|(14, 14):3111","(5, 8):966|(5, 9):1211|(6, 8):542|(14, 13):450|(14, 14):994","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14_repl,0.1,80000,2,84611349,1,331,48000,0,0,0,0,4,0,0.4,279,"(3, 3)",0.0,True,False,2,4413,4511,4511,1,1.0,12183,2146,6,958,46848,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(11, 5)|(16, 3)|(15, 16)",2487,398,0,"(7, 3)",51581,53571,6,True,28419,1990,5,5,958,46058,"(5, 8)|(14, 14)|(14, 13)|(6, 8)|(5, 9)","(5, 8)|(14, 14)|(14, 13)|(6, 8)|(5, 9)","(5, 8):1|(5, 9):5|(6, 8):4|(14, 13):3|(14, 14):2","(5, 8):958|(5, 9):46058|(6, 8):11013|(14, 13):3524|(14, 14):3291","(5, 8):4412|(5, 9):51581|(6, 8):11059|(14, 13):7682|(14, 14):7679","(5, 8):1927|(5, 9):215|(6, 8):1193|(14, 13):356|(14, 14):3409","(5, 8):0|(5, 9):3|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,0.1,80000,3,1851488366,1,331,48000,0,0,0,0,5,0,0.5,245,"(3, 3)",0.0,True,False,1,1222,,1222,0,0.0,4735,1308,5,811,3880,"(3, 3)","(3, 3)|(4, 15)|(9, 10)|(11, 5)|(16, 3)",3344,579,0,"(2, 2)",,,0,False,,,5,5,811,3880,"(5, 9)|(6, 8)|(5, 8)|(14, 14)|(14, 13)","(5, 9)|(6, 8)|(5, 8)|(14, 13)|(14, 14)","(5, 8):3|(5, 9):1|(6, 8):2|(14, 13):5|(14, 14):4","(5, 8):2720|(5, 9):811|(6, 8):1086|(14, 13):3880|(14, 14):3547","(5, 8):2744|(5, 9):1055|(6, 8):1227|(14, 13):6572|(14, 14):6573","(5, 8):607|(5, 9):681|(6, 8):324|(14, 13):63|(14, 14):59","(5, 8):3|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,0.1,80000,4,1371542848,1,331,48000,0,0,0,0,6,0,0.6,268,"(3, 3)",0.0,True,False,2,2764,2765,2765,1,1.0,14090,10909,6,1712,36248,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(11, 5)|(16, 3)",2659,200,0,"(9, 7)",36248,37895,6,True,43752,1647,5,5,1712,6145,"(5, 9)|(14, 14)|(14, 13)|(5, 8)|(6, 8)","(5, 9)|(14, 13)|(14, 14)|(5, 8)|(6, 8)","(5, 8):4|(5, 9):1|(6, 8):5|(14, 13):3|(14, 14):2","(5, 8):3372|(5, 9):1712|(6, 8):6145|(14, 13):2477|(14, 14):1776","(5, 8):3904|(5, 9):2063|(6, 8):6491|(14, 13):2872|(14, 14):2873","(5, 8):811|(5, 9):402|(6, 8):280|(14, 13):589|(14, 14):357","(5, 8):3|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14_repl,0.1,80000,5,990936217,1,331,48000,0,0,0,0,7,0,0.7,238,"(3, 3)",0.0,True,False,3,3906,3913,11527,2,2.0,15253,1430,6,342,39450,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(3, 3)|(16, 3)",1762,475,0,"(8, 18)",42742,43079,346,True,37258,337,5,5,342,34027,"(6, 8)|(14, 13)|(5, 9)|(14, 14)|(5, 8)","(6, 8)|(14, 13)|(14, 14)|(5, 9)|(5, 8)","(5, 8):5|(5, 9):3|(6, 8):1|(14, 13):2|(14, 14):4","(5, 8):34027|(5, 9):7850|(6, 8):342|(14, 13):2056|(14, 14):20675","(5, 8):42742|(5, 9):28117|(6, 8):3903|(14, 13):11522|(14, 14):21023","(5, 8):52|(5, 9):348|(6, 8):9|(14, 13):798|(14, 14):417","(5, 8):3|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):1"
v0_14_repl,0.1,80000,6,510990699,1,331,48000,0,0,0,0,9,0,0.8999999999999999,268,"(3, 3)",0.0,True,False,3,625,12697,12706,1,1.0,11191,1314,5,570,35468,"(9, 10)","(9, 10)|(11, 5)|(15, 16)|(4, 15)|(16, 3)",2746,1426,0,"(17, 10)",,,0,False,,,5,5,570,35468,"(14, 14)|(14, 13)|(5, 9)|(5, 8)|(6, 8)","(14, 13)|(14, 14)|(5, 9)|(5, 8)|(6, 8)","(5, 8):4|(5, 9):3|(6, 8):5|(14, 13):2|(14, 14):1","(5, 8):13854|(5, 9):2848|(6, 8):35468|(14, 13):1017|(14, 14):570","(5, 8):15024|(5, 9):12665|(6, 8):46279|(14, 13):2578|(14, 14):2579","(5, 8):884|(5, 9):301|(6, 8):13|(14, 13):816|(14, 14):639","(5, 8):3|(5, 9):3|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14_repl,0.1,80000,7,130384068,1,331,48000,0,0,0,0,6,0,0.6,249,"(3, 3)",0.0,True,False,2,1333,1334,1334,1,1.0,9120,1497,6,534,13389,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(11, 5)|(9, 10)|(3, 3)",2389,22,0,"(3, 1)",13389,14249,353,True,66611,860,5,5,534,7678,"(6, 8)|(5, 9)|(14, 13)|(14, 14)|(5, 8)","(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(5, 8):5|(5, 9):2|(6, 8):1|(14, 13):3|(14, 14):4","(5, 8):7678|(5, 9):608|(6, 8):534|(14, 13):1950|(14, 14):7645","(5, 8):12762|(5, 9):12767|(6, 8):12761|(14, 13):4106|(14, 14):8405","(5, 8):657|(5, 9):634|(6, 8):424|(14, 13):101|(14, 14):64","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):3"
v0_14_repl,0.1,80000,8,1897261085,1,331,48000,0,0,0,0,3,0,0.30000000000000004,229,"(3, 3)",0.0,True,False,1,23447,,23447,0,0.0,7828,27292,6,406,32981,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",2370,241,0,"(13, 3)",32981,37819,35,True,47019,4838,5,5,406,23452,"(14, 13)|(5, 8)|(6, 8)|(5, 9)|(14, 14)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):2|(5, 9):4|(6, 8):3|(14, 13):1|(14, 14):5","(5, 8):7330|(5, 9):7526|(6, 8):7487|(14, 13):406|(14, 14):23452","(5, 8):13204|(5, 9):13209|(6, 8):13205|(14, 13):23446|(14, 14):23489","(5, 8):854|(5, 9):561|(6, 8):331|(14, 13):67|(14, 14):37","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14_repl,0.1,80000,9,1417315567,1,331,48000,0,0,0,0,3,0,0.30000000000000004,240,"(3, 3)",0.0,True,False,1,971,,971,0,0.0,7620,1252,6,819,7372,"(3, 3)","(3, 3)|(9, 10)|(11, 5)|(16, 3)|(4, 15)|(15, 16)",2465,559,0,"(16, 17)",7372,7374,4457,True,72628,2,5,5,819,6266,"(5, 8)|(6, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):3|(6, 8):2|(14, 13):5|(14, 14):4","(5, 8):819|(5, 9):3295|(6, 8):3024|(14, 13):6266|(14, 14):3348","(5, 8):970|(5, 9):3663|(6, 8):3049|(14, 13):7328|(14, 14):7331","(5, 8):244|(5, 9):967|(6, 8):338|(14, 13):253|(14, 14):245","(5, 8):0|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,80000,0,1444596040,1,331,48000,0,0,0,0,5,0,2.5,240,"(3, 3)",0.0,True,False,3,10773,11191,11204,2,2.0,8787,1919,6,402,22244,"(4, 15)","(4, 15)|(11, 5)|(3, 3)|(9, 10)|(16, 3)|(15, 16)",3236,135,0,"(6, 9)",22244,31580,227,True,57756,9336,5,5,402,16176,"(14, 13)|(14, 14)|(5, 9)|(5, 8)|(6, 8)","(14, 13)|(5, 9)|(5, 8)|(14, 14)|(6, 8)","(5, 8):4|(5, 9):3|(6, 8):5|(14, 13):1|(14, 14):2","(5, 8):11264|(5, 9):11041|(6, 8):16176|(14, 13):402|(14, 14):10813","(5, 8):12590|(5, 9):11197|(6, 8):17777|(14, 13):10744|(14, 14):15769","(5, 8):154|(5, 9):146|(6, 8):247|(14, 13):121|(14, 14):108","(5, 8):1|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):3"
v0_14_repl,0.5,80000,1,1063989409,1,331,48000,0,0,0,0,3,0,1.5,233,"(3, 3)",0.0,True,False,0,,,,0,0.0,12685,16994,6,600,25854,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",1893,5,0,"(5, 18)",25854,28420,18,True,54146,2566,5,5,600,9178,"(5, 8)|(14, 13)|(6, 8)|(5, 9)|(14, 14)","(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):4|(6, 8):3|(14, 13):2|(14, 14):5","(5, 8):600|(5, 9):8171|(6, 8):6231|(14, 13):1764|(14, 14):9178","(5, 8):6202|(5, 9):8897|(6, 8):8903|(14, 13):20374|(14, 14):20379","(5, 8):40|(5, 9):361|(6, 8):535|(14, 13):169|(14, 14):164","(5, 8):0|(5, 9):2|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,80000,2,683382778,1,331,48000,0,0,0,0,3,0,1.5,240,"(3, 3)",0.0,True,False,0,,,,0,0.0,11613,8356,6,432,17678,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",3120,337,0,"(15, 9)",17678,30829,39,True,62322,13151,5,5,432,9301,"(14, 14)|(5, 8)|(5, 9)|(14, 13)|(6, 8)","(14, 14)|(5, 9)|(5, 8)|(6, 8)|(14, 13)","(5, 8):2|(5, 9):3|(6, 8):5|(14, 13):4|(14, 14):1","(5, 8):792|(5, 9):2410|(6, 8):9301|(14, 13):3141|(14, 14):432","(5, 8):2438|(5, 9):2435|(6, 8):9421|(14, 13):16182|(14, 14):829","(5, 8):337|(5, 9):342|(6, 8):878|(14, 13):179|(14, 14):261","(5, 8):0|(5, 9):0|(6, 8):2|(14, 13):1|(14, 14):0"
v0_14_repl,0.5,80000,3,203437260,1,331,48000,0,0,0,0,0,0,0.0,240,"(3, 3)",0.0,True,True,0,,,,0,0.0,14354,6870,5,532,33133,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",2112,679,0,"(11, 1)",,,0,False,,,5,5,532,33133,"(14, 14)|(14, 13)|(6, 8)|(5, 9)|(5, 8)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):5|(5, 9):4|(6, 8):3|(14, 13):2|(14, 14):1","(5, 8):33133|(5, 9):6050|(6, 8):955|(14, 13):770|(14, 14):532","(5, 8):46880|(5, 9):46881|(6, 8):47299|(14, 13):2988|(14, 14):2989","(5, 8):40|(5, 9):37|(6, 8):4|(14, 13):35|(14, 14):33","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,80000,4,1970314277,1,331,48000,0,0,0,0,4,0,2.0,234,"(3, 3)",0.0,True,False,2,4294,5891,5891,1,1.0,8063,1495,6,790,16626,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(9, 10)|(16, 3)|(15, 16)",1450,42,0,"(4, 9)",16626,18042,21,True,63374,1416,5,5,790,11100,"(14, 13)|(5, 9)|(5, 8)|(14, 14)|(6, 8)","(5, 9)|(5, 8)|(6, 8)|(14, 13)|(14, 14)","(5, 8):3|(5, 9):2|(6, 8):5|(14, 13):1|(14, 14):4","(5, 8):5501|(5, 9):3131|(6, 8):11100|(14, 13):790|(14, 14):8376","(5, 8):5894|(5, 9):3405|(6, 8):11947|(14, 13):16426|(14, 14):16427","(5, 8):1064|(5, 9):657|(6, 8):645|(14, 13):63|(14, 14):58","(5, 8):3|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,80000,5,1490368759,1,331,48000,0,0,0,0,4,0,2.0,247,"(3, 3)",0.0,True,False,2,1773,1849,1849,1,1.0,11138,393,6,392,40876,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(9, 10)|(15, 16)",4168,880,0,"(5, 14)",40876,41018,11,True,39124,142,5,5,392,19574,"(5, 8)|(14, 14)|(6, 8)|(5, 9)|(14, 13)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):4|(6, 8):3|(14, 13):5|(14, 14):2","(5, 8):392|(5, 9):9007|(6, 8):5780|(14, 13):19574|(14, 14):2955","(5, 8):1760|(5, 9):21495|(6, 8):19557|(14, 13):24084|(14, 14):24085","(5, 8):499|(5, 9):21|(6, 8):170|(14, 13):51|(14, 14):48","(5, 8):0|(5, 9):1|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,80000,6,1109762128,1,331,48000,0,0,0,0,1,0,0.5,290,"(3, 3)",0.0,True,True,0,,,,0,0.0,10104,1336,6,382,15610,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)|(9, 10)|(15, 16)",4344,1841,0,"(17, 15)",15610,15615,26,True,64390,5,5,5,382,13204,"(14, 14)|(6, 8)|(14, 13)|(5, 8)|(5, 9)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):4|(5, 9):5|(6, 8):2|(14, 13):3|(14, 14):1","(5, 8):1232|(5, 9):13204|(6, 8):533|(14, 13):881|(14, 14):382","(5, 8):9378|(5, 9):13461|(6, 8):9379|(14, 13):15548|(14, 14):15549","(5, 8):238|(5, 9):226|(6, 8):51|(14, 13):809|(14, 14):1148","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,80000,7,629816610,1,331,48000,0,0,0,0,3,0,1.5,237,"(3, 3)",0.0,True,False,0,,,,0,0.0,11872,5425,6,564,6875,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",3296,173,0,"(18, 1)",,,0,False,,,5,4,564,3692,"(6, 8)|(5, 8)|(5, 9)|(14, 14)|(14, 13)","(14, 13)|(14, 14)|(5, 9)|(5, 8)","(5, 8):2|(5, 9):3|(6, 8):1|(14, 13):5|(14, 14):4","(5, 8):990|(5, 9):1394|(6, 8):564|(14, 13):3692|(14, 14):2809","(5, 8):38762|(5, 9):38761|(6, 8):None|(14, 13):9960|(14, 14):9961","(5, 8):3|(5, 9):3|(6, 8):2|(14, 13):369|(14, 14):1690","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):1"
v0_14_repl,0.5,80000,8,249209979,1,331,48000,0,0,0,0,3,0,1.5,216,"(3, 3)",0.0,True,False,1,9378,,9378,0,0.0,13308,3039,5,814,36487,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(16, 3)|(11, 5)",1651,29,0,"(2, 16)",,,0,False,,,5,2,814,36487,"(14, 14)|(5, 8)|(5, 9)|(14, 13)|(6, 8)","(14, 14)|(14, 13)","(5, 8):2|(5, 9):3|(6, 8):5|(14, 13):4|(14, 14):1","(5, 8):6552|(5, 9):8256|(6, 8):36487|(14, 13):34190|(14, 14):814","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):39150|(14, 14):6345","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):313|(14, 14):1208","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14_repl,0.5,80000,9,2016086996,1,331,48000,0,0,0,0,4,0,2.0,244,"(3, 3)",0.0,True,False,2,2759,9116,9116,1,1.0,7198,618,5,362,10475,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(16, 3)|(11, 5)",2500,546,0,"(11, 3)",,,0,False,,,5,5,362,10475,"(14, 13)|(5, 9)|(6, 8)|(5, 8)|(14, 14)","(14, 13)|(6, 8)|(5, 9)|(14, 14)|(5, 8)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):1|(14, 14):5","(5, 8):9292|(5, 9):1874|(6, 8):8980|(14, 13):362|(14, 14):10475","(5, 8):15752|(5, 9):9123|(6, 8):9113|(14, 13):1804|(14, 14):10979","(5, 8):374|(5, 9):412|(6, 8):352|(14, 13):845|(14, 14):940","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14_repl,1.0,80000,0,1191821949,1,331,48000,0,0,0,0,6,0,6.0,226,"(3, 3)",0.0,True,False,1,7789,,7789,0,0.0,14035,4952,4,682,7461,"(9, 10)","(9, 10)|(15, 16)|(16, 3)|(11, 5)",1958,19,0,"(17, 11)",,,0,False,,,4,4,682,7461,"(14, 13)|(5, 9)|(5, 8)|(14, 14)","(14, 13)|(5, 8)|(5, 9)|(14, 14)","(5, 8):3|(5, 9):2|(6, 8):5|(14, 13):1|(14, 14):4","(5, 8):4946|(5, 9):806|(6, 8):None|(14, 13):682|(14, 14):7461","(5, 8):7772|(5, 9):7773|(6, 8):None|(14, 13):3318|(14, 14):8693","(5, 8):14|(5, 9):13|(6, 8):0|(14, 13):435|(14, 14):1050","(5, 8):2|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):1"
v0_14_repl,1.0,80000,1,811215318,1,331,48000,0,0,0,0,3,0,3.0,293,"(3, 3)",0.0,True,False,1,7580,,7580,0,0.0,10746,1139,5,1134,34654,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",1937,271,0,"(6, 4)",,,0,False,,,5,3,1134,34654,"(14, 13)|(6, 8)|(5, 9)|(14, 14)|(5, 8)","(6, 8)|(5, 9)|(5, 8)","(5, 8):5|(5, 9):3|(6, 8):2|(14, 13):1|(14, 14):4","(5, 8):34654|(5, 9):3653|(6, 8):3556|(14, 13):1134|(14, 14):29277","(5, 8):35078|(5, 9):4377|(6, 8):3601|(14, 13):None|(14, 14):None","(5, 8):433|(5, 9):709|(6, 8):833|(14, 13):0|(14, 14):0","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,80000,2,331269800,1,331,48000,0,0,0,0,4,0,4.0,221,"(3, 3)",0.0,True,False,2,973,977,977,1,1.0,9332,93,6,442,26798,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)",629,153,0,"(17, 3)",29635,,0,False,50365,,5,5,442,26755,"(5, 8)|(14, 13)|(14, 14)|(5, 9)|(6, 8)","(5, 8)|(14, 14)|(14, 13)|(5, 9)|(6, 8)","(5, 8):1|(5, 9):4|(6, 8):5|(14, 13):2|(14, 14):3","(5, 8):442|(5, 9):25781|(6, 8):26755|(14, 13):986|(14, 14):9830","(5, 8):922|(5, 9):26131|(6, 8):29635|(14, 13):9840|(14, 14):9839","(5, 8):1908|(5, 9):2907|(6, 8):639|(14, 13):220|(14, 14):235","(5, 8):0|(5, 9):1|(6, 8):3|(14, 13):0|(14, 14):0"
