arch,hazard_cost,num_steps,run_idx,seed,permutation_offset,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell
v0_14_repl,10.0,80000,2,499353674,1,331,48000,0,0,0,0,5,0,50.0,234,"(3, 3)",0.0,True,False,2,12851,20697,20697,1,1.0,12532,1381,5,1148,22364,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(16, 3)",1456,220,0,"(2, 2)",,,0,False,,,5,5,1148,22364,"(14, 13)|(5, 8)|(6, 8)|(5, 9)|(14, 14)","(6, 8)|(5, 8)|(14, 13)|(14, 14)|(5, 9)","(5, 8):2|(5, 9):4|(6, 8):3|(14, 13):1|(14, 14):5","(5, 8):4862|(5, 9):20580|(6, 8):6143|(14, 13):1148|(14, 14):22364","(5, 8):9726|(5, 9):39835|(6, 8):9719|(14, 13):20700|(14, 14):23539","(5, 8):37|(5, 9):48|(6, 8):44|(14, 13):354|(14, 14):147","(5, 8):0|(5, 9):3|(6, 8):1|(14, 13):0|(14, 14):1"
v0_14_repl,10.0,80000,3,118747043,1,331,48000,0,0,0,0,4,0,40.0,238,"(3, 3)",0.0,True,False,1,14942,,14942,0,0.0,13417,9902,6,392,29662,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)|(9, 10)|(15, 16)",2994,287,0,"(16, 9)",29662,30118,483,True,50338,456,5,5,392,15208,"(5, 9)|(14, 13)|(6, 8)|(14, 14)|(5, 8)","(5, 9)|(14, 13)|(14, 14)|(6, 8)|(5, 8)","(5, 8):5|(5, 9):1|(6, 8):3|(14, 13):2|(14, 14):4","(5, 8):15208|(5, 9):392|(6, 8):2615|(14, 13):2273|(14, 14):3034","(5, 8):16098|(5, 9):2173|(6, 8):14941|(14, 13):10964|(14, 14):10965","(5, 8):95|(5, 9):36|(6, 8):189|(14, 13):483|(14, 14):276","(5, 8):3|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,10.0,80000,4,1786285173,1,331,48000,0,0,0,0,0,0,0.0,290,"(3, 3)",0.0,True,True,0,,,,0,0.0,11176,7227,6,352,32386,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(11, 5)|(3, 3)|(15, 16)",2623,157,0,"(14, 1)",32386,33384,84,True,47614,998,5,5,352,6225,"(14, 14)|(6, 8)|(5, 8)|(14, 13)|(5, 9)","(5, 8)|(6, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):3|(5, 9):5|(6, 8):2|(14, 13):4|(14, 14):1","(5, 8):738|(5, 9):6225|(6, 8):412|(14, 13):2701|(14, 14):352","(5, 8):29398|(5, 9):29405|(6, 8):29399|(14, 13):29652|(14, 14):29651","(5, 8):41|(5, 9):5|(6, 8):37|(14, 13):92|(14, 14):103","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,10.0,80000,5,1405678542,1,331,48000,0,0,0,0,4,0,40.0,279,"(3, 3)",0.0,True,False,1,5609,,5609,0,0.0,7603,3374,6,496,14982,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(11, 5)|(3, 3)|(9, 10)",2896,1361,0,"(11, 11)",14982,15021,365,True,65018,39,5,5,496,9983,"(14, 13)|(5, 9)|(14, 14)|(5, 8)|(6, 8)","(14, 13)|(5, 8)|(5, 9)|(6, 8)|(14, 14)","(5, 8):4|(5, 9):2|(6, 8):5|(14, 13):1|(14, 14):3","(5, 8):1369|(5, 9):900|(6, 8):9983|(14, 13):496|(14, 14):1056","(5, 8):3660|(5, 9):3667|(6, 8):10061|(14, 13):958|(14, 14):11569","(5, 8):560|(5, 9):491|(6, 8):121|(14, 13):18|(14, 14):98","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):1"
v0_14_repl,10.0,80000,6,925733024,1,331,48000,0,0,0,0,3,0,30.0,310,"(3, 3)",0.0,True,False,1,3340,,3340,0,0.0,12458,5946,6,406,24411,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(3, 3)|(11, 5)",4247,2278,0,"(2, 12)",27387,28375,26,True,52613,988,5,5,406,13229,"(5, 8)|(14, 14)|(5, 9)|(6, 8)|(14, 13)","(14, 14)|(14, 13)|(6, 8)|(5, 8)|(5, 9)","(5, 8):1|(5, 9):3|(6, 8):4|(14, 13):5|(14, 14):2","(5, 8):406|(5, 9):860|(6, 8):4100|(14, 13):13229|(14, 14):550","(5, 8):27382|(5, 9):27387|(6, 8):27381|(14, 13):14044|(14, 14):741","(5, 8):85|(5, 9):98|(6, 8):11|(14, 13):800|(14, 14):1699","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14_repl,10.0,80000,7,545126393,1,331,48000,0,0,0,0,4,0,40.0,217,"(3, 3)",0.0,True,False,2,1556,2094,2094,1,1.0,12693,76,6,562,43966,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",2218,16,0,"(15, 5)",43966,43969,14,True,36034,3,5,5,562,42455,"(5, 9)|(6, 8)|(14, 13)|(14, 14)|(5, 8)","(5, 9)|(6, 8)|(14, 13)|(14, 14)|(5, 8)","(5, 8):5|(5, 9):1|(6, 8):2|(14, 13):3|(14, 14):4","(5, 8):42455|(5, 9):562|(6, 8):778|(14, 13):1572|(14, 14):2531","(5, 8):42782|(5, 9):1615|(6, 8):1623|(14, 13):9174|(14, 14):9175","(5, 8):139|(5, 9):810|(6, 8):274|(14, 13):122|(14, 14):111","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14_repl,10.0,80000,8,65180875,1,331,48000,0,0,0,0,7,0,70.0,234,"(3, 3)",0.0,True,False,1,3838,,3838,0,0.0,7467,964,5,346,5107,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(15, 16)|(11, 5)",1964,61,0,"(18, 4)",,,0,False,,,5,5,346,5107,"(5, 8)|(14, 14)|(6, 8)|(5, 9)|(14, 13)","(5, 8)|(6, 8)|(14, 14)|(5, 9)|(14, 13)","(5, 8):1|(5, 9):4|(6, 8):3|(14, 13):5|(14, 14):2","(5, 8):346|(5, 9):2344|(6, 8):1436|(14, 13):5107|(14, 14):639","(5, 8):1196|(5, 9):5317|(6, 8):1493|(14, 13):8358|(14, 14):2543","(5, 8):248|(5, 9):205|(6, 8):268|(14, 13):1206|(14, 14):1006","(5, 8):0|(5, 9):2|(6, 8):2|(14, 13):3|(14, 14):0"
v0_14_repl,10.0,80000,9,1832057892,1,331,48000,0,0,0,0,4,0,40.0,233,"(3, 3)",0.0,True,False,0,,,,0,0.0,6102,1436,6,382,2828,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(3, 3)|(9, 10)|(16, 3)",2725,544,0,"(12, 15)",12102,20734,25,True,67898,8632,5,5,382,1910,"(14, 14)|(5, 9)|(5, 8)|(14, 13)|(6, 8)","(14, 14)|(5, 8)|(5, 9)|(6, 8)|(14, 13)","(5, 8):3|(5, 9):2|(6, 8):5|(14, 13):4|(14, 14):1","(5, 8):1157|(5, 9):760|(6, 8):1910|(14, 13):1395|(14, 14):382","(5, 8):1294|(5, 9):1295|(6, 8):5379|(14, 13):12102|(14, 14):707","(5, 8):605|(5, 9):183|(6, 8):1084|(14, 13):3|(14, 14):17","(5, 8):0|(5, 9):1|(6, 8):2|(14, 13):1|(14, 14):0"
v0_14_repl,0.1,160000,0,202358875,1,331,96000,0,0,0,0,4,0,0.4,390,"(3, 3)",0.0,True,False,2,369,503,503,1,1.0,7769,738,6,548,49586,"(9, 10)","(9, 10)|(4, 15)|(11, 5)|(3, 3)|(16, 3)|(15, 16)",3080,80,0,"(10, 8)",49586,56109,151,True,110414,6523,5,5,548,47814,"(5, 8)|(5, 9)|(14, 14)|(6, 8)|(14, 13)","(5, 9)|(5, 8)|(6, 8)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):4|(14, 13):5|(14, 14):3","(5, 8):548|(5, 9):674|(6, 8):6501|(14, 13):47814|(14, 14):6087","(5, 8):808|(5, 9):807|(6, 8):6521|(14, 13):49268|(14, 14):49269","(5, 8):1481|(5, 9):1774|(6, 8):2167|(14, 13):452|(14, 14):396","(5, 8):0|(5, 9):3|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,0.1,160000,1,1869897005,1,331,96000,0,0,0,0,5,0,0.5,438,"(3, 3)",0.0,True,False,2,9105,9966,9966,1,1.0,13178,1440,6,354,53131,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",7293,3074,0,"(17, 11)",53131,54545,35,True,106869,1414,5,5,354,35528,"(5, 9)|(5, 8)|(14, 14)|(6, 8)|(14, 13)","(14, 14)|(14, 13)|(5, 9)|(5, 8)|(6, 8)","(5, 8):2|(5, 9):1|(6, 8):4|(14, 13):5|(14, 14):3","(5, 8):8860|(5, 9):354|(6, 8):33319|(14, 13):35528|(14, 14):9302","(5, 8):46982|(5, 9):44127|(6, 8):46985|(14, 13):36850|(14, 14):10017","(5, 8):386|(5, 9):482|(6, 8):33|(14, 13):1160|(14, 14):1548","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):3"
v0_14_repl,0.1,160000,2,1489290374,1,331,96000,0,0,0,0,3,0,0.30000000000000004,425,"(3, 3)",0.0,True,False,1,1668,,1668,0,0.0,18468,353,6,396,92179,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",2590,382,0,"(12, 13)",92179,92898,211,True,67821,719,5,5,396,14208,"(5, 8)|(14, 14)|(6, 8)|(5, 9)|(14, 13)","(14, 14)|(5, 8)|(6, 8)|(14, 13)|(5, 9)","(5, 8):1|(5, 9):4|(6, 8):3|(14, 13):5|(14, 14):2","(5, 8):396|(5, 9):14071|(6, 8):12262|(14, 13):14208|(14, 14):2910","(5, 8):13860|(5, 9):19353|(6, 8):13861|(14, 13):15698|(14, 14):2935","(5, 8):41|(5, 9):107|(6, 8):35|(14, 13):1162|(14, 14):1492","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14_repl,0.1,160000,3,1108683743,1,331,96000,0,0,0,0,4,0,0.4,439,"(3, 3)",0.0,True,False,2,2041,2144,2144,1,1.0,18575,4158,6,2228,15959,"(9, 10)","(9, 10)|(15, 16)|(4, 15)|(16, 3)|(11, 5)|(3, 3)",4345,59,0,"(16, 7)",15959,17674,569,True,144041,1715,5,5,2228,15009,"(14, 14)|(6, 8)|(5, 8)|(5, 9)|(14, 13)","(14, 14)|(14, 13)|(5, 8)|(6, 8)|(5, 9)","(5, 8):3|(5, 9):4|(6, 8):2|(14, 13):5|(14, 14):1","(5, 8):7932|(5, 9):14946|(6, 8):2804|(14, 13):15009|(14, 14):2228","(5, 8):15764|(5, 9):15769|(6, 8):15765|(14, 13):15458|(14, 14):2777","(5, 8):301|(5, 9):40|(6, 8):260|(14, 13):203|(14, 14):849","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):3"
v0_14_repl,0.1,160000,4,628738225,1,331,96000,0,0,0,0,0,0,0.0,447,"(3, 3)",0.0,True,True,0,,,,0,0.0,20994,1740,6,1256,28682,"(9, 10)","(9, 10)|(16, 3)|(11, 5)|(3, 3)|(4, 15)|(15, 16)",4715,1501,0,"(7, 4)",28682,33166,8,True,131318,4484,5,5,1256,3796,"(14, 13)|(5, 9)|(6, 8)|(5, 8)|(14, 14)","(5, 9)|(5, 8)|(6, 8)|(14, 14)|(14, 13)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):1|(14, 14):5","(5, 8):2809|(5, 9):1504|(6, 8):2033|(14, 13):1256|(14, 14):3796","(5, 8):3458|(5, 9):3457|(6, 8):3463|(14, 13):23568|(14, 14):23567","(5, 8):731|(5, 9):1363|(6, 8):510|(14, 13):326|(14, 14):321","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,0.1,160000,5,248131594,1,331,96000,0,0,0,0,6,0,0.6,403,"(3, 3)",0.0,True,False,2,1436,1437,1437,1,1.0,9341,61,5,1088,19396,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(11, 5)|(9, 10)",4491,128,0,"(7, 18)",,,0,False,,,5,5,1088,19396,"(5, 9)|(6, 8)|(5, 8)|(14, 14)|(14, 13)","(5, 8)|(5, 9)|(6, 8)|(14, 14)|(14, 13)","(5, 8):3|(5, 9):1|(6, 8):2|(14, 13):5|(14, 14):4","(5, 8):2752|(5, 9):1088|(6, 8):1356|(14, 13):19396|(14, 14):14983","(5, 8):15254|(5, 9):15255|(6, 8):15261|(14, 13):19442|(14, 14):16645","(5, 8):289|(5, 9):461|(6, 8):30|(14, 13):1189|(14, 14):1379","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):3"
v0_14_repl,0.1,160000,6,1915669724,1,331,96000,0,0,0,0,3,0,0.30000000000000004,429,"(3, 3)",0.0,True,False,1,1328,,1328,0,0.0,13532,4890,6,578,11204,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)|(15, 16)",3996,1135,0,"(15, 2)",11204,13272,115,True,148796,2068,5,5,578,9095,"(14, 14)|(6, 8)|(5, 9)|(14, 13)|(5, 8)","(6, 8)|(5, 9)|(14, 13)|(14, 14)|(5, 8)","(5, 8):5|(5, 9):3|(6, 8):2|(14, 13):4|(14, 14):1","(5, 8):9095|(5, 9):1261|(6, 8):1038|(14, 13):1668|(14, 14):578","(5, 8):9208|(5, 9):1331|(6, 8):1079|(14, 13):2176|(14, 14):2179","(5, 8):1054|(5, 9):990|(6, 8):1103|(14, 13):1450|(14, 14):396","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,0.1,160000,7,1535063093,1,331,96000,0,0,0,0,5,0,0.5,432,"(3, 3)",0.0,True,False,3,2523,19365,19555,2,2.0,14958,29425,6,340,82472,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(3, 3)|(16, 3)",3672,114,0,"(9, 4)",82472,85636,217,True,77528,3164,5,5,340,61309,"(5, 8)|(14, 13)|(14, 14)|(5, 9)|(6, 8)","(14, 13)|(5, 8)|(14, 14)|(5, 9)|(6, 8)","(5, 8):1|(5, 9):4|(6, 8):5|(14, 13):2|(14, 14):3","(5, 8):340|(5, 9):45977|(6, 8):61309|(14, 13):666|(14, 14):19190","(5, 8):19370|(5, 9):46189|(6, 8):61763|(14, 13):2524|(14, 14):28793","(5, 8):452|(5, 9):570|(6, 8):297|(14, 13):264|(14, 14):405","(5, 8):0|(5, 9):1|(6, 8):1|(14, 13):0|(14, 14):3"
v0_14_repl,0.1,160000,8,1154456462,1,331,96000,0,0,0,0,5,0,0.5,463,"(3, 3)",0.0,True,False,2,1729,2133,2133,1,1.0,10978,7999,6,404,4297,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(16, 3)|(15, 16)|(11, 5)",3310,34,0,"(9, 13)",6223,8787,620,True,153777,2564,5,5,404,3804,"(5, 8)|(14, 14)|(14, 13)|(5, 9)|(6, 8)","(5, 8)|(14, 13)|(14, 14)|(6, 8)|(5, 9)","(5, 8):1|(5, 9):4|(6, 8):5|(14, 13):3|(14, 14):2","(5, 8):404|(5, 9):2910|(6, 8):3804|(14, 13):2615|(14, 14):490","(5, 8):640|(5, 9):6223|(6, 8):6207|(14, 13):3100|(14, 14):3103","(5, 8):890|(5, 9):790|(6, 8):884|(14, 13):1997|(14, 14):544","(5, 8):0|(5, 9):2|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14_repl,0.1,160000,9,674510944,1,331,96000,0,0,0,0,2,0,0.2,428,"(3, 3)",0.0,True,True,0,,,,0,0.0,20735,141,6,1076,6478,"(15, 16)","(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)|(4, 15)",2753,88,0,"(13, 13)",23561,33045,392,True,136439,9484,5,5,1076,6093,"(5, 9)|(6, 8)|(14, 14)|(14, 13)|(5, 8)","(14, 14)|(14, 13)|(5, 8)|(6, 8)|(5, 9)","(5, 8):5|(5, 9):1|(6, 8):2|(14, 13):4|(14, 14):3","(5, 8):6093|(5, 9):1076|(6, 8):1830|(14, 13):4644|(14, 14):2275","(5, 8):23556|(5, 9):23561|(6, 8):23557|(14, 13):10774|(14, 14):10773","(5, 8):451|(5, 9):33|(6, 8):436|(14, 13):1703|(14, 14):1524","(5, 8):1|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,160000,0,749409430,1,331,96000,0,0,0,0,4,0,2.0,423,"(3, 3)",0.0,True,False,2,2273,2301,2301,1,1.0,22754,7508,6,374,37501,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(16, 3)|(11, 5)",3933,99,0,"(8, 16)",37501,42525,12,True,122499,5024,5,5,374,23636,"(5, 8)|(14, 14)|(14, 13)|(5, 9)|(6, 8)","(5, 8)|(14, 14)|(14, 13)|(5, 9)|(6, 8)","(5, 8):1|(5, 9):4|(6, 8):5|(14, 13):3|(14, 14):2","(5, 8):374|(5, 9):22428|(6, 8):23636|(14, 13):3349|(14, 14):2326","(5, 8):2276|(5, 9):25253|(6, 8):25259|(14, 13):11272|(14, 14):11271","(5, 8):1799|(5, 9):208|(6, 8):149|(14, 13):291|(14, 14):280","(5, 8):0|(5, 9):3|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,160000,1,269463912,1,331,96000,0,0,0,0,3,0,1.5,429,"(3, 3)",0.0,True,False,0,,,,0,0.0,11435,1070,6,472,10404,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(11, 5)|(3, 3)|(15, 16)",4451,1071,0,"(12, 10)",11245,11623,1028,True,148755,378,5,5,472,9331,"(6, 8)|(14, 13)|(5, 8)|(14, 14)|(5, 9)","(6, 8)|(14, 14)|(14, 13)|(5, 8)|(5, 9)","(5, 8):3|(5, 9):5|(6, 8):1|(14, 13):2|(14, 14):4","(5, 8):3798|(5, 9):9331|(6, 8):472|(14, 13):2336|(14, 14):8371","(5, 8):11244|(5, 9):11245|(6, 8):2227|(14, 13):10424|(14, 14):10421","(5, 8):1058|(5, 9):353|(6, 8):1067|(14, 13):1680|(14, 14):1320","(5, 8):2|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,160000,2,2036340929,1,331,96000,0,0,0,0,6,0,3.0,441,"(3, 3)",0.0,True,False,2,1525,1569,1569,1,1.0,17054,972,6,390,6812,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(16, 3)|(11, 5)|(15, 16)",4314,188,0,"(15, 15)",7149,7201,554,True,152851,52,5,5,390,6173,"(5, 8)|(14, 13)|(5, 9)|(14, 14)|(6, 8)","(5, 8)|(14, 13)|(5, 9)|(6, 8)|(14, 14)","(5, 8):1|(5, 9):3|(6, 8):5|(14, 13):2|(14, 14):4","(5, 8):390|(5, 9):3715|(6, 8):6173|(14, 13):812|(14, 14):5794","(5, 8):1456|(5, 9):6607|(6, 8):6611|(14, 13):5662|(14, 14):7149","(5, 8):818|(5, 9):500|(6, 8):665|(14, 13):345|(14, 14):268","(5, 8):0|(5, 9):3|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,160000,3,1655734298,1,331,96000,0,0,0,0,5,0,2.5,432,"(3, 3)",0.0,True,False,2,770,1877,1877,1,1.0,14075,37938,6,366,31899,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(15, 16)|(11, 5)|(3, 3)",3922,182,0,"(6, 18)",31899,37275,23,True,128101,5376,5,5,366,29727,"(14, 13)|(6, 8)|(5, 8)|(5, 9)|(14, 14)","(6, 8)|(14, 13)|(5, 8)|(5, 9)|(14, 14)","(5, 8):3|(5, 9):4|(6, 8):2|(14, 13):1|(14, 14):5","(5, 8):2038|(5, 9):13046|(6, 8):470|(14, 13):366|(14, 14):29727","(5, 8):5184|(5, 9):28739|(6, 8):569|(14, 13):1882|(14, 14):30345","(5, 8):752|(5, 9):540|(6, 8):317|(14, 13):1488|(14, 14):1252","(5, 8):3|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):1"
v0_14_repl,0.5,160000,4,1175788780,1,331,96000,0,0,0,0,1,0,0.5,409,"(3, 3)",0.0,True,True,0,,,,0,0.0,16825,100,6,1420,88216,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(15, 16)|(3, 3)|(16, 3)",5519,8,0,"(9, 8)",88216,92806,10,True,71784,4590,5,5,1420,14335,"(5, 9)|(5, 8)|(14, 14)|(6, 8)|(14, 13)","(14, 14)|(5, 8)|(6, 8)|(5, 9)|(14, 13)","(5, 8):2|(5, 9):1|(6, 8):4|(14, 13):5|(14, 14):3","(5, 8):1484|(5, 9):1420|(6, 8):3542|(14, 13):14335|(14, 14):1847","(5, 8):3984|(5, 9):3989|(6, 8):3985|(14, 13):15082|(14, 14):3533","(5, 8):1563|(5, 9):2884|(6, 8):1953|(14, 13):44|(14, 14):8","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):0"
v0_14_repl,0.5,160000,5,795182149,1,331,96000,0,0,0,0,3,0,1.5,412,"(3, 3)",0.0,True,False,1,1413,,1413,0,0.0,23441,29582,6,504,53352,"(9, 10)","(9, 10)|(4, 15)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",4144,61,0,"(10, 8)",53352,73767,3,True,106648,20415,5,5,504,31512,"(5, 8)|(5, 9)|(6, 8)|(14, 14)|(14, 13)","(5, 9)|(5, 8)|(6, 8)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):5|(14, 14):4","(5, 8):504|(5, 9):862|(6, 8):2757|(14, 13):31512|(14, 14):28613","(5, 8):1002|(5, 9):1001|(6, 8):3167|(14, 13):52044|(14, 14):52045","(5, 8):1055|(5, 9):735|(6, 8):980|(14, 13):1001|(14, 14):781","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,160000,6,315236631,1,331,96000,0,0,0,0,4,0,2.0,419,"(3, 3)",0.0,True,False,2,16294,37783,37783,1,1.0,21233,3391,6,390,68190,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",4261,274,0,"(10, 13)",68190,94028,5,True,91810,25838,5,5,390,61536,"(14, 13)|(6, 8)|(14, 14)|(5, 8)|(5, 9)","(6, 8)|(14, 13)|(14, 14)|(5, 8)|(5, 9)","(5, 8):4|(5, 9):5|(6, 8):2|(14, 13):1|(14, 14):3","(5, 8):46833|(5, 9):61536|(6, 8):492|(14, 13):390|(14, 14):973","(5, 8):48042|(5, 9):61629|(6, 8):911|(14, 13):30574|(14, 14):30575","(5, 8):883|(5, 9):932|(6, 8):1194|(14, 13):932|(14, 14):328","(5, 8):3|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,160000,7,2082113648,1,331,96000,0,0,0,0,4,0,2.0,431,"(3, 3)",0.0,True,False,1,1462,,1462,0,0.0,16528,2091,6,356,15900,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(9, 10)|(15, 16)",2085,67,0,"(3, 15)",24459,24849,1032,True,135541,390,5,5,356,15420,"(5, 9)|(14, 14)|(14, 13)|(6, 8)|(5, 8)","(5, 9)|(14, 14)|(14, 13)|(5, 8)|(6, 8)","(5, 8):5|(5, 9):1|(6, 8):4|(14, 13):3|(14, 14):2","(5, 8):15420|(5, 9):356|(6, 8):10791|(14, 13):4984|(14, 14):933","(5, 8):24458|(5, 9):1039|(6, 8):24459|(14, 13):18162|(14, 14):18161","(5, 8):752|(5, 9):627|(6, 8):288|(14, 13):309|(14, 14):1324","(5, 8):3|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,0.5,160000,8,1602168130,1,331,96000,0,0,0,0,4,0,2.0,442,"(3, 3)",0.0,True,False,1,2724,,2724,0,0.0,16813,12788,6,448,24331,"(15, 16)","(15, 16)|(11, 5)|(9, 10)|(4, 15)|(16, 3)|(3, 3)",2331,30,0,"(5, 11)",27461,27657,20,True,132539,196,5,5,448,12410,"(14, 14)|(5, 9)|(6, 8)|(5, 8)|(14, 13)","(14, 14)|(14, 13)|(5, 8)|(5, 9)|(6, 8)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):5|(14, 14):1","(5, 8):1488|(5, 9):707|(6, 8):1280|(14, 13):12410|(14, 14):448","(5, 8):27458|(5, 9):27459|(6, 8):27461|(14, 13):15004|(14, 14):485","(5, 8):758|(5, 9):194|(6, 8):390|(14, 13):1004|(14, 14):1369","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):1"
v0_14_repl,0.5,160000,9,1221561499,1,331,96000,0,0,0,0,1,0,0.5,458,"(3, 3)",0.0,True,True,0,,,,0,0.0,15096,5795,6,918,23227,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",7632,3070,0,"(5, 15)",61094,61287,120,True,98906,193,5,5,918,3338,"(5, 8)|(6, 8)|(14, 14)|(14, 13)|(5, 9)","(5, 8)|(5, 9)|(6, 8)|(14, 14)|(14, 13)","(5, 8):1|(5, 9):5|(6, 8):2|(14, 13):4|(14, 14):3","(5, 8):918|(5, 9):3338|(6, 8):2046|(14, 13):2214|(14, 14):2079","(5, 8):3710|(5, 9):3711|(6, 8):3715|(14, 13):61094|(14, 14):61093","(5, 8):955|(5, 9):354|(6, 8):404|(14, 13):266|(14, 14):421","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,160000,0,496635339,1,331,96000,0,0,0,0,1,0,1.0,403,"(3, 3)",0.0,True,True,0,,,,0,0.0,14636,31,6,420,60235,"(4, 15)","(4, 15)|(11, 5)|(16, 3)|(15, 16)|(9, 10)|(3, 3)",2740,85,0,"(7, 15)",60235,60635,32,True,99765,400,5,5,420,6628,"(14, 13)|(5, 9)|(14, 14)|(6, 8)|(5, 8)","(14, 13)|(14, 14)|(5, 8)|(6, 8)|(5, 9)","(5, 8):5|(5, 9):2|(6, 8):4|(14, 13):1|(14, 14):3","(5, 8):6628|(5, 9):3049|(6, 8):5730|(14, 13):420|(14, 14):3240","(5, 8):17866|(5, 9):17871|(6, 8):17867|(14, 13):1578|(14, 14):5109","(5, 8):160|(5, 9):18|(6, 8):149|(14, 13):1324|(14, 14):940","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):1"
