arch,run_idx,seed,hazard_cost,num_steps,phase_1_end_step,phase_2_end_step,time_to_first_flag,time_to_second_flag,time_to_final_flag,total_cost_incurred,time_to_first_mastery,time_to_final_mastery,mastery_order_sequence,activation_step,end_state_found_step,end_state_banked,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,yellow_pre_transition_entries,green_pre_transition_entries,unaffiliated_pre_transition_entries,yellow_resolution_window,green_resolution_window,total_prediction_error_events,prediction_error_complete,goal_type,goal_target_id,goal_step_budget,goal_resolved,goal_resolution_step,goal_budget_remaining,goal_expired,goal_last_progress_step,goal_resolution_window,goal_progress_event_count,suppressed_approach_count,goal_relevant_suppressed_count,suppressed_approach_objects,cf_records_raw,cf_records_emitted,cf_exclusion_rate,end_state_draw_active,end_state_banked_step,steps_draw_to_bank,revised_expectation_count,causal_chain_count,mean_chain_depth,complete_chain_count,q5_statement_count,env2_ran,haz_blue_approached,predicted_record_written,transfer_triggered_step,env1_mastery_order_sequence,env1_end_state_banked_step
v1_13_6,10,496635339,1.0,1000000,527,600000,15068,,15068,4.0,532,696,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green']",,,False,532,696,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2']",1,0,0,31,,1,True,locate_family,YELLOW,500000,True,565,499435,False,,,1,2941,932,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3493,2941,0.158,False,,,1,1,6.0,1,0,False,True,True,,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green']",
v1_13_6,11,16689821,1.0,1000000,527,600000,9341,,9341,4.0,530,37423,"['att_free_1', 'att_yellow', 'att_free_3', 'att_green', 'att_free_0']",,,False,530,4353,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']",1,0,0,29,,1,True,bank_hazard_within_budget,haz_green,500000,True,4353,495647,False,,,0,2671,508,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3215,2671,0.1692,False,,,1,1,6.0,1,0,False,True,True,,"['att_free_1', 'att_yellow', 'att_free_3', 'att_green', 'att_free_0']",
v1_13_6,12,1783566838,1.0,1000000,527,600000,,,,1.0,530,730041,"['att_free_1', 'att_free_3', 'att_free_2', 'att_yellow', 'att_green']",,,False,530,730041,"['haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_green']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']",1,0,0,77,,1,True,locate_family,GREEN,500000,False,,,True,,,0,2971,837,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3488,2971,0.1482,False,,,1,1,6.0,1,0,False,True,True,,"['att_free_1', 'att_free_3', 'att_free_2', 'att_yellow', 'att_green']",
v1_13_6,13,1303621320,1.0,772718,,,,,,1.0,54994,326993,"['att_free_1', 'att_free_2', 'att_free_3', 'att_green', 'att_blue', 'att_yellow']",,,False,530,761133,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_yellow']",[],1,0,0,760628,,1,True,locate_family,YELLOW,500000,False,,,True,,,0,1896,605,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2236,1896,0.1521,False,772717,,1,1,6.0,1,0,True,True,True,772717,"['att_free_1', 'att_free_2', 'att_green', 'att_yellow', 'att_free_0']",772717
v1_13_6,14,923014689,1.0,1000000,527,600000,,,,1.0,530,154007,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,,False,530,154007,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']","['haz_unaff_2', 'haz_unaff_0', 'haz_yellow', 'haz_green']",1,0,0,29,,1,True,bank_hazard_within_budget,haz_green,500000,True,154007,345993,False,,,0,2338,364,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2763,2338,0.1538,False,,,1,1,6.0,1,0,False,True,True,,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",
v1_13_6,15,542408058,1.0,1000000,527,600000,,,,3.0,1087,19611,"['att_yellow', 'att_free_2', 'att_free_3', 'att_free_0']",,,False,1087,5563,"['haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_0']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']",1,0,0,582,,1,True,locate_family,GREEN,500000,False,,,True,,,0,2964,940,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3548,2964,0.1646,False,,,1,1,6.0,1,0,False,True,False,,"['att_yellow', 'att_free_2', 'att_free_3', 'att_free_0']",
v1_13_6,16,62462540,1.0,1000000,527,600000,,,,1.0,531,21589,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2']",,,False,531,548,"['haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_unaff_2']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2']",1,0,0,30,,1,True,locate_family,YELLOW,500000,True,543,499457,False,,,1,2704,846,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3150,2704,0.1416,False,,,1,1,6.0,1,0,False,True,False,,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2']",
v1_13_6,17,1829339557,1.0,308444,,600000,,,,1.0,141,64326,"['att_free_2', 'att_free_1', 'att_blue', 'att_yellow']",,,False,530,15440,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']",[],1,0,0,30,,1,True,bank_hazard_within_budget,haz_green,500000,True,15440,484560,False,,,0,954,131,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1279,954,0.2541,False,308443,,1,1,6.0,1,0,True,True,True,308443,"['att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_0']",308443
v1_13_6,18,1349394039,1.0,23248,,600000,10516,,10516,6.0,16271,355889,"['att_blue', 'att_green', 'att_free_1', 'att_free_2', 'att_free_3', 'att_yellow']",,,False,530,22995,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_yellow']",[],1,0,0,22490,,1,True,locate_family,GREEN,500000,True,23063,476937,False,,,1,87,24,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",230,87,0.6217,False,23247,,1,1,6.0,1,0,True,True,True,23247,"['att_free_1', 'att_free_3', 'att_green', 'att_yellow', 'att_free_0']",23247
v1_13_6,19,968787408,1.0,21519,,600000,289767,,289767,4.0,16,5659,"['att_free_0', 'att_free_2', 'att_free_3', 'att_blue', 'att_green']",,,False,530,582,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']",[],1,0,0,30,,1,True,locate_family,YELLOW,500000,True,537,499463,False,,,1,129,38,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",534,129,0.7584,False,21518,,1,1,6.0,1,0,True,True,True,21518,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",21518
v1_13_6,20,271697600,2.0,16852,,600000,,,,6.0,14216,219555,"['att_free_1', 'att_free_2', 'att_blue', 'att_green', 'att_yellow']",,,False,530,1630,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_green', 'haz_unaff_2']",[],1,0,0,31,,1,True,bank_hazard_within_budget,haz_green,500000,True,1630,498370,False,,,0,87,14,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",288,87,0.6979,False,16851,,1,1,6.0,1,0,True,True,True,16851,"['att_free_1', 'att_yellow', 'att_green', 'att_free_2', 'att_free_3']",16851
v1_13_6,21,1939235730,2.0,15912,,600000,,,,4.0,5,134,"['att_free_0', 'att_green', 'att_blue', 'att_yellow']",,,False,530,1965,"['haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_green', 'haz_unaff_2']",[],1,0,0,29,,1,True,locate_family,GREEN,500000,True,1998,498002,False,,,1,85,20,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",339,85,0.7493,False,15911,,1,1,6.0,1,0,True,True,True,15911,"['att_free_1', 'att_yellow', 'att_green', 'att_free_2', 'att_free_3']",15911
v1_13_6,22,1558629099,2.0,581240,,600000,26620,342346,342346,16.0,178,289663,"['att_free_0', 'att_green', 'att_blue', 'att_free_1', 'att_free_2']",,,False,532,8339,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']",[],1,0,0,32,,1,True,locate_family,YELLOW,500000,True,545,499455,False,,,1,1632,462,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1968,1632,0.1707,False,581239,,1,1,6.0,1,0,True,True,True,581239,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green']",581239
v1_13_6,23,1178022468,2.0,1000000,527,600000,,,,2.0,531,99032,"['att_free_1', 'att_free_2']",,,False,531,99032,"['haz_unaff_2', 'haz_unaff_0']",['haz_unaff_2'],1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,False,,,True,,,0,2188,351,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2527,2188,0.1342,False,,,0,0,0.0,0,0,False,True,False,,"['att_free_1', 'att_free_2']",
v1_13_6,24,698076950,2.0,1000000,527,600000,,,,2.0,530,851612,"['att_free_1', 'att_yellow', 'att_free_2', 'att_free_3', 'att_green']",,,False,530,851612,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green']","['haz_yellow', 'haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1']",1,0,0,29,,1,True,locate_family,GREEN,500000,False,,,True,,,0,3408,1054,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",4213,3408,0.1911,False,,,1,1,6.0,1,0,False,True,True,,"['att_free_1', 'att_yellow', 'att_free_2', 'att_free_3', 'att_green']",
v1_13_6,25,317470319,2.0,283222,,600000,89751,,89751,8.0,45,120293,"['att_free_0', 'att_free_1', 'att_free_2', 'att_yellow', 'att_blue', 'att_green']",,,False,530,73460,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green']",[],1,0,0,33,,1,True,locate_family,YELLOW,500000,True,543,499457,False,,,1,868,227,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1119,868,0.2243,False,283221,,1,1,6.0,1,0,True,True,True,283221,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",283221
v1_13_6,26,1985008449,2.0,311952,,600000,,,,4.0,12448,321012,"['att_free_1', 'att_free_2', 'att_blue', 'att_yellow', 'att_free_3', 'att_green']",,,False,1379,35237,"['haz_unaff_0', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_1', 'haz_green']",[],1,0,0,874,,1,True,bank_hazard_within_budget,haz_green,500000,True,35237,464763,False,,,0,870,128,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1149,870,0.2428,False,311951,,1,1,6.0,1,0,True,True,True,311951,"['att_yellow', 'att_free_2', 'att_free_3', 'att_free_0', 'att_green']",311951
v1_13_6,27,1604401818,2.0,194282,,600000,424621,,424621,8.0,16,20605,"['att_free_1', 'att_free_2', 'att_blue', 'att_yellow']",,,False,530,118160,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']",[],1,0,0,30,,1,True,locate_family,GREEN,500000,True,194189,305811,False,,,1,614,188,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",845,614,0.2734,False,194281,,1,1,6.0,1,0,True,True,True,194281,"['att_free_1', 'att_yellow', 'att_free_3', 'att_free_2', 'att_green']",194281
v1_13_6,28,1124456300,2.0,1000000,527,600000,696094,,696094,8.0,1097,30810,"['att_yellow', 'att_free_2', 'att_free_0', 'att_free_3']",,,False,1097,22390,"['haz_unaff_1', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_2']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2']",1,0,0,592,,1,True,locate_family,YELLOW,500000,True,16217,483783,False,,,1,2761,703,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3241,2761,0.1481,False,,,1,1,6.0,1,0,False,True,False,,"['att_yellow', 'att_free_2', 'att_free_0', 'att_free_3']",
v1_13_6,29,743849669,2.0,1000000,527,600000,,,,2.0,530,297395,"['att_free_1', 'att_free_2', 'att_green']",,,False,530,297395,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1']","['haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_green']",1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,297395,202605,False,,,0,2263,374,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2642,2263,0.1435,False,,,0,0,0.0,0,0,False,True,False,,"['att_free_1', 'att_free_2', 'att_green']",
v1_13_6,30,565380326,10.0,141414,,600000,93323,,93323,40.0,6,49789,"['att_free_0', 'att_blue', 'att_green', 'att_free_1', 'att_free_2']",,,False,532,122413,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_yellow']",[],1,0,0,121908,,1,True,locate_family,GREEN,500000,True,141407,358593,False,,,1,474,119,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",799,474,0.4068,False,141413,,1,1,6.0,1,0,True,True,True,141413,"['att_free_1', 'att_free_2', 'att_green', 'att_free_0', 'att_yellow']",141413
v1_13_6,31,184773695,10.0,524357,,600000,172063,,172063,50.0,58,206650,"['att_free_0', 'att_green', 'att_blue', 'att_yellow', 'att_free_1', 'att_free_2']",,,False,735,15063,"['haz_unaff_2', 'haz_unaff_0', 'haz_yellow', 'haz_unaff_1', 'haz_green']",[],1,0,0,375,,1,True,locate_family,YELLOW,500000,True,877,499123,False,,,0,1406,357,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1726,1406,0.1854,False,524356,,1,1,6.0,1,0,True,True,True,524356,"['att_free_2', 'att_yellow', 'att_free_3', 'att_free_0', 'att_green']",524356
v1_13_6,32,1852311825,10.0,1000000,527,600000,7061,,7061,40.0,530,3347,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green']",,,False,530,3347,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2']",1,0,0,30,,1,True,bank_hazard_within_budget,haz_green,500000,True,3347,496653,False,,,0,2334,444,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2778,2334,0.1598,False,,,1,1,6.0,1,0,False,True,True,,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green']",
v1_13_6,33,1471705194,10.0,1000000,527,600000,,,,10.0,1390,563110,"['att_yellow', 'att_free_3', 'att_free_0', 'att_free_2', 'att_green']",,,False,1390,563110,"['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_green']","['haz_unaff_2', 'haz_unaff_0', 'haz_yellow', 'haz_unaff_1']",1,0,0,885,,1,True,locate_family,GREEN,500000,False,,,True,,,0,3033,867,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3608,3033,0.1594,False,,,1,1,6.0,1,0,False,True,True,,"['att_yellow', 'att_free_3', 'att_free_0', 'att_free_2', 'att_green']",
v1_13_6,34,1091098563,10.0,171936,,600000,106,,106,50.0,26,133,"['att_free_0', 'att_green', 'att_blue', 'att_yellow']",,,False,534,151608,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_green']",[],1,1,0,34,13004,2,True,locate_family,YELLOW,500000,True,169198,330802,False,,,1,513,166,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",893,513,0.4255,False,171935,,2,2,6.0,2,0,True,True,True,171935,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",171935
v1_13_6,35,611153045,10.0,435006,,600000,24889,72114,489751,60.0,227,9034,"['att_free_0', 'att_free_2', 'att_free_3']",,,False,59649,92096,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_green']",[],1,0,3,59148,,4,True,bank_hazard_within_budget,haz_green,500000,True,92096,407904,False,,,0,1095,162,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1459,1095,0.2495,False,435005,,2,1,6.0,1,0,True,True,True,435005,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",435005
v1_13_6,36,230546414,10.0,19530,,600000,,,,10.0,7,32621,"['att_free_0', 'att_free_1', 'att_free_3']",,,False,530,678,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_green']",[],1,0,0,30,,1,True,locate_family,GREEN,500000,True,19504,480496,False,,,1,115,19,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",418,115,0.7249,False,19529,,1,1,6.0,1,0,True,True,True,19529,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",19529
v1_13_6,37,1898084544,10.0,59522,,600000,33989,601533,601533,70.0,34,749301,"['att_free_0', 'att_free_1', 'att_free_2', 'att_yellow', 'att_blue', 'att_green']",,,False,530,6275,"['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_green']",[],1,0,0,229,,1,True,locate_family,YELLOW,500000,True,750,499250,False,,,1,224,60,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",432,224,0.4815,False,59521,,1,1,6.0,1,0,True,True,True,59521,"['att_free_1', 'att_free_3', 'att_free_0', 'att_yellow', 'att_green']",59521
v1_13_6,38,1517477913,10.0,382112,,600000,,,,20.0,7734,71007,"['att_blue', 'att_green', 'att_free_1', 'att_free_2']",,,False,1523,5744,"['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_green']",[],1,0,0,1018,,1,True,bank_hazard_within_budget,haz_green,500000,True,5744,494256,False,,,0,947,163,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1184,947,0.2002,False,382111,,1,1,6.0,1,0,True,True,True,382111,"['att_yellow', 'att_free_3', 'att_free_2', 'att_green', 'att_free_0']",382111
v1_13_6,39,1037532395,10.0,1000000,527,600000,,,,30.0,1069,693481,"['att_yellow', 'att_free_2', 'att_free_3', 'att_free_0', 'att_green']",,,False,1069,693481,"['haz_unaff_1', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_2', 'haz_green']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']",1,0,1,564,,2,True,locate_family,GREEN,500000,False,,,True,,,0,5248,1091,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",28270,5248,0.8144,False,,,2,1,6.0,1,0,False,True,True,,"['att_yellow', 'att_free_2', 'att_free_3', 'att_free_0', 'att_green']",
