arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_final_flag,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered
v0_10,0.1,20000,0,101599417,331,12000,0,0,0,0,7,0,0.7,80,"(3, 3)",717.6610378009665,True,False,2,5142,11523,774,513,,,,,,,,
v0_10,0.1,20000,1,1868476434,331,12000,0,0,0,0,7,2,0.8999999999999999,97,"(9, 10)",315.02896757904176,True,False,1,17406,17406,3112,1262,,,,,,,,
v0_10,0.1,20000,2,1388530916,331,12000,0,0,0,0,0,4,0.4,88,"(4, 15)",239.09449569723674,False,False,1,12172,12172,4889,5644,,,,,,,,
v0_10,0.1,20000,3,1007924285,331,12000,0,0,0,0,4,0,0.4,67,"(16, 3)",809.4667712753519,True,False,1,1580,1580,2076,1489,,,,,,,,
v0_10,0.1,20000,4,627317654,331,12000,0,0,0,0,0,1,0.1,88,"(16, 3)",398.56679870428394,True,True,0,,,969,1673,,,,,,,,
v0_10,0.1,20000,5,147372136,331,12000,0,0,0,0,8,0,0.7999999999999999,73,"(16, 3)",767.8881841245827,True,False,2,631,1592,3034,398,,,,,,,,
v0_10,0.1,20000,6,1914249153,331,12000,0,0,0,0,6,0,0.6,78,"(15, 16)",153.40061546181,True,False,2,5922,5929,2929,4890,,,,,,,,
v0_10,0.1,20000,7,1434303635,331,12000,0,0,0,0,2,0,0.2,44,"(4, 15)",1213.6751774591514,True,True,0,,,1054,183,,,,,,,,
v0_10,0.1,20000,8,1053697004,331,12000,0,0,0,0,8,4,1.2,80,"(15, 16)",374.5988480522516,False,False,3,9511,14250,3683,886,,,,,,,,
v0_10,0.1,20000,9,673090373,331,12000,0,0,0,0,6,0,0.6,57,"(9, 10)",1106.2408540320873,True,False,2,1011,1855,901,94,,,,,,,,
v0_10,0.5,20000,0,648649972,331,12000,0,0,0,0,8,0,4.0,91,"(4, 15)",533.7814400804043,True,False,2,1799,1802,2059,1321,,,,,,,,
v0_10,0.5,20000,1,268043341,331,12000,0,0,0,0,0,0,0.0,39,"(4, 15)",1256.8042265242532,True,True,0,,,24,18,,,,,,,,
v0_10,0.5,20000,2,1935581471,331,12000,0,0,0,0,2,0,1.0,66,"(3, 3)",893.9676416379771,True,True,0,,,3455,150,,,,,,,,
v0_10,0.5,20000,3,1554974840,331,12000,0,0,0,0,6,0,3.0,84,"(4, 15)",497.70975869568844,True,False,2,6043,7646,2433,228,,,,,,,,
v0_10,0.5,20000,4,1174368209,331,12000,0,0,0,0,1,0,0.5,41,"(4, 15)",1140.9558329810964,True,True,0,,,394,344,,,,,,,,
v0_10,0.5,20000,5,694422691,331,12000,0,0,0,0,3,0,1.5,72,"(3, 3)",639.7995979361306,True,False,0,,,2281,580,,,,,,,,
v0_10,0.5,20000,6,313816060,331,12000,0,0,0,0,9,3,6.0,89,"(15, 16)",404.3354899648817,False,False,3,1474,18679,3540,406,,,,,,,,
v0_10,0.5,20000,7,1981354190,331,12000,0,0,0,0,1,0,0.5,72,"(4, 15)",242.65813625705485,True,True,0,,,1703,669,,,,,,,,
v0_10,0.5,20000,8,1600747559,331,12000,0,0,0,0,5,2,3.5,71,"(15, 16)",286.04554999339393,True,False,1,7171,7171,4006,770,,,,,,,,
v0_10,0.5,20000,9,1120802041,331,12000,0,0,0,0,0,0,0.0,49,"(11, 5)",1049.5805607247544,True,True,0,,,1688,1,,,,,,,,
v0_10,1.0,20000,0,395875881,331,12000,0,0,0,0,4,6,10.0,87,"(15, 16)",85.49009416992361,False,False,3,8025,14283,2897,281,,,,,,,,
v0_10,1.0,20000,1,15269250,331,12000,0,0,0,0,0,0,0.0,52,"(3, 3)",1031.8350392130392,True,True,0,,,2097,83,,,,,,,,
v0_10,1.0,20000,2,1682807380,331,12000,0,0,0,0,4,0,4.0,71,"(15, 16)",79.20819362509016,True,False,0,,,3960,960,,,,,,,,
v0_10,1.0,20000,3,1302200749,331,12000,0,0,0,0,1,0,1.0,58,"(16, 3)",781.830825306958,True,True,0,,,1140,167,,,,,,,,
v0_10,1.0,20000,4,822255231,331,12000,0,0,0,0,1,2,3.0,65,"(4, 15)",213.4393043434328,True,False,0,,,2724,389,,,,,,,,
v0_10,1.0,20000,5,441648600,331,12000,0,0,0,0,2,0,2.0,95,"(4, 15)",603.7413517727009,True,True,0,,,1529,704,,,,,,,,
v0_10,1.0,20000,6,61041969,331,12000,0,0,0,0,1,0,1.0,100,"(16, 3)",265.6710191807527,True,True,0,,,4083,725,,,,,,,,
v0_10,1.0,20000,7,1728580099,331,12000,0,0,0,0,7,0,7.0,95,"(15, 16)",456.2894879106471,True,False,2,7572,10041,3378,465,,,,,,,,
v0_10,1.0,20000,8,1347973468,331,12000,0,0,0,0,6,0,6.0,64,"(4, 15)",260.29645337079336,True,False,2,6287,9489,4221,3357,,,,,,,,
v0_10,1.0,20000,9,868027950,331,12000,0,0,0,0,4,1,5.0,69,"(4, 15)",691.5872239468134,True,False,1,17457,17457,4166,63,,,,,,,,
v0_10,2.0,20000,0,170938142,331,12000,0,0,0,0,8,0,16.0,74,"(11, 5)",499.97760865700604,True,False,2,7099,7456,420,306,,,,,,,,
v0_10,2.0,20000,1,1937815159,331,12000,0,0,0,0,2,0,4.0,93,"(16, 3)",179.08745948092198,True,True,0,,,1324,481,,,,,,,,
v0_10,2.0,20000,2,1457869641,331,12000,0,0,0,0,12,1,26.0,76,"(9, 10)",950.5982416092289,True,False,4,5866,13700,812,83,,,,,,,,
v0_10,2.0,20000,3,1077263010,331,12000,0,0,0,0,9,0,18.0,56,"(9, 10)",926.3880906142884,True,False,3,1643,2605,227,115,,,,,,,,
v0_10,2.0,20000,4,696656379,331,12000,0,0,0,0,9,0,18.0,67,"(16, 3)",763.9353315312379,True,False,1,757,757,1361,22,,,,,,,,
v0_10,2.0,20000,5,216710861,331,12000,0,0,0,0,4,0,8.0,92,"(16, 3)",342.95595458098524,True,False,1,4427,4427,4613,200,,,,,,,,
v0_10,2.0,20000,6,1983587878,331,12000,0,0,0,0,4,2,12.0,75,"(16, 3)",574.1104287504493,True,False,2,1129,18420,2764,404,,,,,,,,
v0_10,2.0,20000,7,1503642360,331,12000,0,0,0,0,3,2,10.0,76,"(9, 10)",627.4364092333057,True,False,1,6191,6191,655,35,,,,,,,,
v0_10,2.0,20000,8,1123035729,331,12000,0,0,0,0,9,2,22.0,91,"(11, 5)",715.0191684362729,True,False,3,1688,2211,1378,621,,,,,,,,
v0_10,2.0,20000,9,643090211,331,12000,0,0,0,0,4,0,8.0,93,"(15, 16)",245.64167431291546,True,False,1,7888,7888,1943,898,,,,,,,,
v0_10,5.0,20000,0,851766037,331,12000,0,0,0,0,1,0,5.0,42,"(15, 16)",1166.4059548095136,True,True,0,,,860,47,,,,,,,,
v0_10,5.0,20000,1,371820519,331,12000,0,0,0,0,1,0,5.0,37,"(4, 15)",1139.2081494000831,True,True,0,,,1403,36,,,,,,,,
v0_10,5.0,20000,2,2138697536,331,12000,0,0,0,0,0,0,0.0,53,"(3, 3)",923.5081382269848,True,True,0,,,2626,130,,,,,,,,
v0_10,5.0,20000,3,1658752018,331,12000,0,0,0,0,4,2,30.0,70,"(15, 16)",1024.0710184398522,True,False,1,12103,12103,2062,268,,,,,,,,
v0_10,5.0,20000,4,1278145387,331,12000,0,0,0,0,3,4,35.0,103,"(9, 10)",238.62329542370918,False,False,1,4022,4022,2439,197,,,,,,,,
v0_10,5.0,20000,5,897538756,331,12000,0,0,0,0,3,3,30.0,78,"(15, 16)",529.3233305863478,False,False,1,15285,15285,1282,432,,,,,,,,
v0_10,5.0,20000,6,417593238,331,12000,0,0,0,0,2,0,10.0,67,"(4, 15)",288.6436792623407,True,True,0,,,3088,6523,,,,,,,,
v0_10,5.0,20000,7,36986607,331,12000,0,0,0,0,6,0,30.0,70,"(15, 16)",597.9378409175314,True,False,2,3802,10457,3811,1348,,,,,,,,
v0_10,5.0,20000,8,1704524737,331,12000,0,0,0,0,5,0,25.0,66,"(15, 16)",810.4062660596393,True,False,1,4623,4623,2487,518,,,,,,,,
v0_10,5.0,20000,9,1323918106,331,12000,0,0,0,0,5,2,35.0,55,"(3, 3)",965.1388140552804,True,False,1,18050,18050,2108,123,,,,,,,,
v0_10,10.0,20000,0,563959755,331,12000,0,0,0,0,4,0,40.0,80,"(16, 3)",772.3589744794183,True,False,0,,,1264,58,,,,,,,,
v0_10,10.0,20000,1,84014237,331,12000,0,0,0,0,4,0,40.0,68,"(16, 3)",10.150659577350567,True,False,1,8113,8113,4486,228,,,,,,,,
v0_10,10.0,20000,2,1850891254,331,12000,0,0,0,0,5,0,50.0,82,"(9, 10)",483.2600236796171,True,False,0,,,422,1011,,,,,,,,
v0_10,10.0,20000,3,1370945736,331,12000,0,0,0,0,0,0,0.0,65,"(4, 15)",878.2490582039102,True,True,0,,,253,38,,,,,,,,
v0_10,10.0,20000,4,990339105,331,12000,0,0,0,0,7,0,70.0,90,"(11, 5)",442.2159276154482,True,False,1,9740,9740,2671,313,,,,,,,,
v0_10,10.0,20000,5,609732474,331,12000,0,0,0,0,7,0,70.0,79,"(16, 3)",583.1700992679808,True,False,1,6492,6492,2446,136,,,,,,,,
v0_10,10.0,20000,6,129786956,331,12000,0,0,0,0,6,2,80.0,43,"(3, 3)",1159.117858996963,True,False,2,8882,13843,1462,185,,,,,,,,
v0_10,10.0,20000,7,1896663973,331,12000,0,0,0,0,7,0,70.0,101,"(3, 3)",145.0712994772544,True,False,0,,,2727,5242,,,,,,,,
v0_10,10.0,20000,8,1416718455,331,12000,0,0,0,0,7,0,70.0,84,"(9, 10)",545.365566254128,True,False,2,1089,5294,1152,48,,,,,,,,
v0_10,10.0,20000,9,1036111824,331,12000,0,0,0,0,2,0,20.0,64,"(16, 3)",793.1422967893723,True,True,0,,,824,114,,,,,,,,
v0_11_2,0.1,20000,0,57270932,331,12000,0,0,0,0,12,0,1.2,83,"(3, 3)",0.0,True,False,4,1883,9475,2215,1410,3,838,1658,"(4, 15)","(4, 15)|(9, 10)|(15, 16)",1057,100,0
v0_11_2,0.1,20000,1,1824147949,331,12000,0,0,0,0,6,0,0.6,91,"(3, 3)",0.0,True,False,2,1589,1590,2532,4283,5,346,5468,"(4, 15)","(4, 15)|(16, 3)|(15, 16)|(11, 5)|(9, 10)",630,1,0
v0_11_2,0.1,20000,2,1443541318,331,12000,0,0,0,0,6,0,0.6,61,"(3, 3)",0.0,True,False,2,3303,3304,6926,5797,3,398,3290,"(4, 15)","(4, 15)|(9, 10)|(15, 16)",910,10,0
v0_11_2,0.1,20000,3,963595800,331,12000,0,0,0,0,5,0,0.5,75,"(3, 3)",0.0,True,False,1,3411,3411,2849,7376,5,388,15167,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(3, 3)|(11, 5)",1045,42,0
v0_11_2,0.1,20000,4,582989169,331,12000,0,0,0,0,7,3,0.9999999999999999,117,"(3, 3)",0.0,False,False,2,1530,13377,1512,970,6,338,12884,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(11, 5)|(16, 3)|(15, 16)",1066,170,0
v0_11_2,0.1,20000,5,103043651,331,12000,0,0,0,0,12,0,1.2,98,"(3, 3)",0.0,True,False,4,4467,11718,3623,3148,5,600,19783,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(16, 3)|(11, 5)",284,160,0
v0_11_2,0.1,20000,6,1869920668,331,12000,0,0,0,0,9,0,0.8999999999999999,100,"(3, 3)",0.0,True,False,3,649,7750,1708,665,6,656,9544,"(9, 10)","(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)|(4, 15)",3830,2449,0
v0_11_2,0.1,20000,7,1389975150,331,12000,0,0,0,0,4,2,0.6,65,"(3, 3)",0.0,True,False,1,1580,1580,3882,27,3,338,1621,"(4, 15)","(4, 15)|(9, 10)|(3, 3)",1656,623,0
v0_11_2,0.1,20000,8,1009368519,331,12000,0,0,0,0,8,0,0.7999999999999999,95,"(3, 3)",0.0,True,False,2,8381,8382,689,480,5,430,8636,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)",662,277,0
v0_11_2,0.1,20000,9,628761888,331,12000,0,0,0,0,9,0,0.8999999999999999,96,"(3, 3)",0.0,True,False,3,7669,8279,2243,912,5,342,5050,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(9, 10)",1559,743,0
v0_11_2,0.5,20000,0,1998205159,331,12000,0,0,0,0,6,2,4.0,89,"(9, 10)",0.15,True,False,2,11407,12213,2548,3438,3,850,12858,"(4, 15)","(4, 15)|(11, 5)|(16, 3)",574,76,1
v0_11_2,0.5,20000,1,1518259641,331,12000,0,0,0,0,7,0,3.5,61,"(3, 3)",0.0,True,False,2,1927,5433,3257,264,3,380,2010,"(4, 15)","(4, 15)|(9, 10)|(15, 16)",1624,145,0
v0_11_2,0.5,20000,2,1137653010,331,12000,0,0,0,0,0,0,0.0,88,"(3, 3)",0.0,True,True,0,,,3482,658,5,358,8494,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)",1382,180,0
v0_11_2,0.5,20000,3,657707492,331,12000,0,0,0,0,5,0,2.5,90,"(3, 3)",0.0,True,False,1,1914,1914,994,29,6,396,7550,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(3, 3)|(16, 3)",1706,993,0
v0_11_2,0.5,20000,4,277100861,331,12000,0,0,0,0,3,0,1.5,98,"(3, 3)",0.0,True,False,0,,,400,366,6,624,12096,"(4, 15)","(4, 15)|(11, 5)|(15, 16)|(3, 3)|(9, 10)|(16, 3)",1290,351,0
v0_11_2,0.5,20000,5,1944638991,331,12000,0,0,0,0,5,1,3.0,79,"(15, 16)",0.15,True,False,0,,,4273,2508,4,374,1580,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)",774,172,1
v0_11_2,0.5,20000,6,1564032360,331,12000,0,0,0,0,3,0,1.5,78,"(3, 3)",0.0,True,False,0,,,2283,2460,5,342,4269,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(11, 5)",1546,221,0
v0_11_2,0.5,20000,7,1183425729,331,12000,0,0,0,0,12,0,6.0,70,"(3, 3)",0.0,True,False,4,2227,11316,2252,128,3,1191,2321,"(11, 5)","(11, 5)|(9, 10)|(3, 3)",1083,33,0
v0_11_2,0.5,20000,8,703480211,331,12000,0,0,0,0,1,0,0.5,66,"(3, 3)",0.0,True,True,0,,,2619,368,4,656,3666,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(15, 16)",1377,145,0
v0_11_2,0.5,20000,9,322873580,331,12000,0,0,0,0,6,0,3.0,88,"(3, 3)",0.0,True,False,0,,,3507,52,4,340,3910,"(4, 15)","(4, 15)|(11, 5)|(9, 10)|(16, 3)",2831,1653,0
v0_11_2,1.0,20000,0,1646092181,331,12000,0,0,0,0,5,0,5.0,96,"(3, 3)",0.0,True,False,1,8510,8510,5374,877,5,446,8773,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(11, 5)",1869,1114,0
v0_11_2,1.0,20000,1,1265485550,331,12000,0,0,0,0,2,6,8.0,104,"(3, 3)",0.0,False,False,1,18571,18571,6096,1604,6,610,5841,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(9, 10)|(11, 5)|(3, 3)",530,67,0
v0_11_2,1.0,20000,2,884878919,331,12000,0,0,0,0,3,0,3.0,80,"(3, 3)",0.0,True,False,1,4936,4936,2161,3592,4,1012,9881,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(11, 5)",1167,44,0
v0_11_2,1.0,20000,3,404933401,331,12000,0,0,0,0,6,0,6.0,87,"(3, 3)",0.0,True,False,1,4227,4227,1456,648,5,350,2251,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",844,15,0
v0_11_2,1.0,20000,4,24326770,331,12000,0,0,0,0,11,0,11.0,89,"(3, 3)",0.0,True,False,3,913,9673,1092,328,4,410,5984,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(15, 16)",550,121,0
v0_11_2,1.0,20000,5,1691864900,331,12000,0,0,0,0,8,0,8.0,99,"(3, 3)",0.0,True,False,2,6819,6837,4427,2747,6,508,9085,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(16, 3)|(3, 3)",385,0,0
v0_11_2,1.0,20000,6,1311258269,331,12000,0,0,0,0,2,3,5.0,93,"(3, 3)",0.0,False,False,1,15993,15993,2718,452,5,1078,8708,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(16, 3)|(9, 10)",957,343,0
v0_11_2,1.0,20000,7,831312751,331,12000,0,0,0,0,8,0,8.0,97,"(3, 3)",0.0,True,False,2,878,8270,2939,3609,6,628,15715,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",508,155,0
v0_11_2,1.0,20000,8,450706120,331,12000,0,0,0,0,8,0,8.0,70,"(3, 3)",0.0,True,False,2,5040,5615,3901,1471,3,418,9982,"(4, 15)","(4, 15)|(3, 3)|(16, 3)",855,166,0
v0_11_2,1.0,20000,9,70099489,331,12000,0,0,0,0,14,0,14.0,99,"(3, 3)",0.0,True,False,4,688,3962,3178,202,6,406,6258,"(4, 15)","(4, 15)|(11, 5)|(3, 3)|(9, 10)|(15, 16)|(16, 3)",2667,1425,0
v0_11_2,2.0,20000,0,1031269394,331,12000,0,0,0,0,9,0,18.0,72,"(3, 3)",0.0,True,False,3,2045,3063,3077,6582,4,466,12455,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(11, 5)",705,103,0
v0_11_2,2.0,20000,1,551323876,331,12000,0,0,0,0,4,0,8.0,76,"(3, 3)",0.0,True,False,0,,,2380,3408,5,590,3331,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",1709,560,0
v0_11_2,2.0,20000,2,170717245,331,12000,0,0,0,0,7,0,14.0,109,"(3, 3)",0.0,True,False,2,3887,8396,4151,517,5,430,6720,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)",837,133,0
v0_11_2,2.0,20000,3,1838255375,331,12000,0,0,0,0,0,1,2.0,92,"(3, 3)",0.0,True,True,0,,,4125,597,5,376,7081,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(11, 5)|(3, 3)",1881,954,0
v0_11_2,2.0,20000,4,1457648744,331,12000,0,0,0,0,5,0,10.0,82,"(3, 3)",0.0,True,False,1,10033,10033,1947,400,5,338,5206,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(11, 5)|(9, 10)",641,8,0
v0_11_2,2.0,20000,5,977703226,331,12000,0,0,0,0,9,4,26.0,119,"(3, 3)",0.0,False,False,4,1405,14741,2118,619,6,344,11868,"(4, 15)","(4, 15)|(11, 5)|(15, 16)|(3, 3)|(9, 10)|(16, 3)",305,30,0
v0_11_2,2.0,20000,6,597096595,331,12000,0,0,0,0,0,0,0.0,69,"(3, 3)",0.0,True,True,0,,,6191,3022,1,638,638,"(4, 15)","(4, 15)",255,83,0
v0_11_2,2.0,20000,7,216489964,331,12000,0,0,0,0,11,0,22.0,100,"(3, 3)",0.0,True,False,3,5688,7880,2752,516,6,362,18625,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(16, 3)|(11, 5)",1173,781,0
v0_11_2,2.0,20000,8,1884028094,331,12000,0,0,0,0,2,0,4.0,99,"(3, 3)",0.0,True,True,0,,,3524,3871,5,340,9325,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(11, 5)",753,80,0
v0_11_2,2.0,20000,9,1503421463,331,12000,0,0,0,0,2,1,6.0,63,"(3, 3)",0.0,True,False,1,19018,19018,3614,4962,2,358,3273,"(4, 15)","(4, 15)|(3, 3)",1202,6,0
v0_11_2,5.0,20000,0,2101982337,331,12000,0,0,0,0,3,0,15.0,104,"(3, 3)",0.0,True,False,1,4961,4961,2341,2972,6,672,14087,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(11, 5)|(15, 16)|(3, 3)",739,312,0
v0_11_2,5.0,20000,1,1721375706,331,12000,0,0,0,0,4,0,20.0,58,"(3, 3)",0.0,True,False,1,8680,8680,3019,122,2,1098,1533,"(4, 15)","(4, 15)|(3, 3)",1317,556,0
v0_11_2,5.0,20000,2,1241430188,331,12000,0,0,0,0,0,0,0.0,91,"(3, 3)",0.0,True,True,0,,,4013,2450,5,442,14616,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(9, 10)|(16, 3)",906,350,0
v0_11_2,5.0,20000,3,860823557,331,12000,0,0,0,0,6,0,30.0,76,"(3, 3)",0.0,True,False,2,11163,11570,4442,66,5,340,4882,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(15, 16)",665,106,0
v0_11_2,5.0,20000,4,380878039,331,12000,0,0,0,0,1,2,15.0,90,"(3, 3)",0.0,True,False,0,,,3512,214,5,338,17517,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",1619,829,0
v0_11_2,5.0,20000,5,271408,331,12000,0,0,0,0,12,1,65.0,86,"(3, 3)",0.0,True,False,3,1970,14027,4190,3545,3,542,4075,"(4, 15)","(4, 15)|(9, 10)|(11, 5)",328,106,0
v0_11_2,5.0,20000,6,1667809538,331,12000,0,0,0,0,3,0,15.0,66,"(3, 3)",0.0,True,False,0,,,4742,133,2,1024,4136,"(4, 15)","(4, 15)|(15, 16)",775,184,0
v0_11_2,5.0,20000,7,1287202907,331,12000,0,0,0,0,7,0,35.0,86,"(3, 3)",0.0,True,False,1,2979,2979,2444,526,5,362,16944,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",1238,377,0
v0_11_2,5.0,20000,8,906596276,331,12000,0,0,0,0,11,0,55.0,91,"(3, 3)",0.0,True,False,3,2389,6000,2869,700,5,338,10100,"(4, 15)","(4, 15)|(11, 5)|(9, 10)|(3, 3)|(16, 3)",2034,1237,0
v0_11_2,5.0,20000,9,426650758,331,12000,0,0,0,0,8,0,40.0,89,"(3, 3)",0.0,True,False,1,631,631,1577,64,5,562,9966,"(15, 16)","(15, 16)|(9, 10)|(3, 3)|(11, 5)|(4, 15)",549,89,0
v0_11_2,10.0,20000,0,1814176055,331,12000,0,0,0,0,4,0,40.0,81,"(3, 3)",0.0,True,False,1,5720,5720,2816,3473,5,372,7537,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)",478,0,0
v0_11_2,10.0,20000,1,1433569424,331,12000,0,0,0,0,9,0,90.0,101,"(3, 3)",0.0,True,False,2,5401,10286,3710,4886,5,338,12310,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(15, 16)|(16, 3)",871,29,0
v0_11_2,10.0,20000,2,953623906,331,12000,0,0,0,0,2,2,40.0,96,"(3, 3)",0.0,True,False,1,16323,16323,1432,417,5,366,9142,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)|(9, 10)",996,66,0
v0_11_2,10.0,20000,3,573017275,331,12000,0,0,0,0,6,0,60.0,63,"(3, 3)",0.0,True,False,2,3954,4895,4712,7167,5,356,6105,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(11, 5)",542,73,0
v0_11_2,10.0,20000,4,93071757,331,12000,0,0,0,0,6,0,60.0,98,"(3, 3)",0.0,True,False,1,2193,2193,2182,1988,5,1590,4708,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",1592,414,0
v0_11_2,10.0,20000,5,1859948774,331,12000,0,0,0,0,8,1,90.0,105,"(3, 3)",0.0,True,False,3,10666,13355,4389,1232,6,402,9954,"(15, 16)","(15, 16)|(16, 3)|(3, 3)|(11, 5)|(4, 15)|(9, 10)",1411,549,0
v0_11_2,10.0,20000,6,1380003256,331,12000,0,0,0,0,13,0,130.0,95,"(11, 5)",0.15,True,False,3,4678,9773,1756,2511,5,360,12577,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(9, 10)|(3, 3)",417,57,1
v0_11_2,10.0,20000,7,999396625,331,12000,0,0,0,0,7,0,70.0,82,"(3, 3)",0.0,True,False,2,5261,5903,1109,1612,4,382,12272,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(16, 3)",672,436,0
v0_11_2,10.0,20000,8,618789994,331,12000,0,0,0,0,2,3,50.0,92,"(3, 3)",0.0,False,False,1,13307,13307,5510,2207,5,340,16828,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(3, 3)|(9, 10)",482,139,0
v0_11_2,10.0,20000,9,138844476,331,12000,0,0,0,0,4,0,40.0,80,"(3, 3)",0.0,True,False,1,11354,11354,965,198,6,352,7851,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",1439,681,0
v0_10,0.1,80000,0,989491983,331,48000,0,0,0,0,6,1,0.7,145,"(11, 5)",4129.719662035863,True,False,2,16256,16257,3387,307,,,,,,,,
v0_10,0.1,80000,1,509546465,331,48000,0,0,0,0,10,0,0.9999999999999999,162,"(16, 3)",3628.9983515130616,True,False,3,3142,28516,6861,85,,,,,,,,
v0_10,0.1,80000,2,128939834,331,48000,0,0,0,0,7,2,0.8999999999999999,164,"(9, 10)",2280.940085848893,True,False,2,14223,19363,4003,1902,,,,,,,,
v0_10,0.1,80000,3,1895816851,331,48000,0,0,0,0,8,0,0.7999999999999999,106,"(11, 5)",4421.768385535066,True,False,2,3730,3731,3455,77,,,,,,,,
v0_10,0.1,80000,4,1415871333,331,48000,0,0,0,0,7,1,0.7999999999999999,180,"(4, 15)",2308.7888607930754,True,False,2,15707,70594,7099,3241,,,,,,,,
v0_10,0.1,80000,5,1035264702,331,48000,0,0,0,0,6,0,0.6,76,"(15, 16)",4960.12712044983,True,False,2,2516,7925,2714,467,,,,,,,,
v0_10,0.1,80000,6,555319184,331,48000,0,0,0,0,5,2,0.7,183,"(4, 15)",1141.6090240493459,True,False,1,75749,75749,6789,1018,,,,,,,,
v0_10,0.1,80000,7,174712553,331,48000,0,0,0,0,14,0,1.4000000000000001,188,"(16, 3)",2212.1148062817856,True,False,4,2120,39692,5311,824,,,,,,,,
v0_10,0.1,80000,8,1842250683,331,48000,0,0,0,0,15,0,1.5000000000000002,220,"(9, 10)",531.523519613101,True,False,5,27972,41560,9098,126,,,,,,,,
v0_10,0.1,80000,9,1461644052,331,48000,0,0,0,0,2,0,0.2,80,"(4, 15)",4982.927963274852,True,True,0,,,2400,690,,,,,,,,
v0_10,0.5,80000,0,1536542538,331,48000,0,0,0,0,6,1,3.5,73,"(15, 16)",4903.275655163866,True,False,2,7227,48308,5971,566,,,,,,,,
v0_10,0.5,80000,1,1056597020,331,48000,0,0,0,0,7,0,3.5,161,"(16, 3)",1411.3313511662686,True,False,2,36390,41283,4670,11097,,,,,,,,
v0_10,0.5,80000,2,675990389,331,48000,0,0,0,0,12,0,6.0,182,"(11, 5)",3211.667790325067,True,False,2,9159,32699,5561,165,,,,,,,,
v0_10,0.5,80000,3,295383758,331,48000,0,0,0,0,10,0,5.0,189,"(4, 15)",3155.966964980879,True,False,3,14353,26761,7302,43,,,,,,,,
v0_10,0.5,80000,4,1962921888,331,48000,0,0,0,0,6,0,3.0,112,"(15, 16)",3325.363095788051,True,False,2,4728,8153,4620,674,,,,,,,,
